Column1;Column2;Column3
55519;255;264
55545;256;263
55572;256;268
55602;255;262
55628;256;263
55655;256;262
55683;255;263
55709;256;262
55736;256;263
55762;255;263
55789;256;263
55816;256;267
55842;256;263
55869;256;263
55897;255;263
55923;256;263
55952;256;263
55979;256;266
56006;255;263
56033;256;262
56059;256;263
56086;256;263
56113;256;263
56139;256;262
56166;256;262
56193;256;262
56219;256;262
56247;256;263
56275;256;262
56302;256;268
56329;256;267
56356;256;263
56383;255;262
56410;256;263
56436;256;262
56463;256;263
56489;255;267
56516;256;262
56543;255;267
56569;256;263
56599;256;262
56626;256;263
56652;256;262
56679;256;263
56706;256;262
56733;255;267
56760;256;266
56786;256;263
56813;256;263
56840;256;263
56866;256;262
56893;255;263
56923;256;263
56985;256;263
57012;256;263
57038;256;268
57066;256;267
57093;255;263
57119;255;267
57146;256;263
57172;256;262
57235;256;262
57262;257;267
57289;256;263
57318;256;262
57345;256;262
57372;256;263
57399;256;263
57425;256;267
57452;256;263
57479;256;263
57505;256;263
57532;256;264
57559;256;267
57586;256;263
57613;255;263
57639;256;268
57668;256;267
57695;256;262
57722;256;262
57749;256;262
57776;255;263
57802;255;267
57829;256;263
57856;256;263
57882;256;263
57909;256;262
57935;256;268
57962;256;263
57992;255;263
58018;256;263
58045;256;262
58072;256;267
58099;256;262
58126;255;263
58152;256;262
58179;256;263
58206;255;263
58232;256;262
58259;256;267
58287;256;263
58315;256;263
58342;256;263
58370;257;263
58396;256;263
58423;256;263
58449;255;263
58476;256;263
58503;255;263
58529;255;263
58556;256;262
58583;256;263
58646;255;263
58675;255;262
58701;256;264
58728;256;264
58756;256;267
58782;256;268
58809;256;263
58835;256;262
58862;256;262
58889;256;266
58915;256;263
58943;255;263
59005;256;263
59034;256;263
59061;255;263
59087;256;263
59114;256;263
59142;256;263
59168;255;262
59195;256;262
59222;256;263
59248;256;262
59275;256;262
59301;255;262
59328;256;263
59355;256;263
59384;256;262
59411;256;262
59438;256;263
59464;256;263
59492;255;263
59518;255;262
59545;256;263
59572;256;262
59598;256;262
59625;256;263
59652;256;263
59678;255;264
59708;256;263
59735;256;262
59761;256;262
59788;256;262
59815;256;262
59842;256;262
59869;255;263
59895;255;262
59922;256;263
59949;255;263
59975;256;264
60003;256;263
60027;256;262
60054;256;262
60081;255;263
60107;256;263
60134;255;262
60161;255;263
60187;256;263
60214;256;263
60240;256;262
60303;256;263
60331;255;262
60357;256;263
60386;256;263
60412;256;263
60440;256;263
60467;256;263
60493;256;262
60520;256;262
60547;256;262
60573;255;263
60600;256;262
60626;256;262
60653;256;263
60680;256;262
60709;256;262
60772;256;262
60798;256;262
60825;256;262
60853;255;263
60879;256;262
60906;256;263
60933;256;263
60959;256;263
60986;255;263
61012;256;262
61040;255;262
61069;256;262
61095;256;262
61122;256;263
61150;255;263
61176;255;263
61203;255;263
61230;256;261
61256;256;263
61283;256;262
61309;256;263
61337;255;262
61364;255;263
61390;256;263
61419;255;263
61446;255;263
61473;255;263
61500;256;262
61527;256;263
61553;256;263
61580;260;262
61606;256;262
61633;256;263
61660;254;262
61686;256;262
61714;255;263
61743;256;262
61769;256;262
61796;255;263
61822;256;263
61849;256;263
61877;256;263
61939;255;263
61966;256;263
61992;256;262
62019;256;262
62046;256;263
62072;256;263
62102;256;263
62129;256;263
62155;256;263
62182;256;262
62209;256;263
62236;255;262
62263;255;263
62289;256;263
62316;256;263
62343;256;262
62369;255;263
62396;256;262
62426;256;262
62452;256;262
62479;256;264
62541;256;263
62569;256;263
62596;256;263
62622;256;262
62649;255;262
62675;256;262
62702;256;262
62729;256;263
62756;256;268
62785;256;267
62812;256;262
62838;256;263
62866;255;262
62893;255;263
62919;256;263
62946;256;263
62972;256;262
62999;256;262
63026;256;263
63052;255;263
63080;256;263
63107;256;262
63135;255;262
63162;256;262
63188;256;262
63216;256;262
63243;256;263
63269;256;263
63296;255;263
63323;256;263
63349;255;263
63376;256;263
63403;256;262
63429;256;263
63459;256;263
63485;256;263
63512;256;264
63575;256;263
63602;255;263
63629;256;267
63655;256;268
63682;256;262
63709;256;262
63735;256;267
63762;256;263
63790;256;267
63818;255;263
63845;256;263
63872;256;263
63899;256;263
63926;256;263
63952;256;263
63979;256;262
64006;256;262
64032;256;262
64059;256;263
64087;256;263
64113;256;263
64142;256;263
64168;255;262
64195;256;262
64223;255;262
64249;256;263
64312;256;263
64338;256;262
64365;256;262
64392;256;262
64418;256;262
64446;256;263
64473;256;263
64501;256;263
64528;256;263
64555;256;263
64581;255;263
64609;256;262
64635;256;263
64662;255;262
64689;255;262
64715;256;263
64742;256;263
64769;256;263
64795;256;262
64822;256;262
64851;255;263
64878;256;262
64905;256;262
64931;256;262
64959;256;263
64986;255;263
65012;256;262
65039;256;263
65065;256;263
65092;256;262
65119;255;263
65145;254;263
65211;256;263
65238;255;262
65264;256;262
65291;255;263
65318;260;263
65345;255;262
65372;256;263
65398;256;263
65425;256;263
65452;256;263
65478;255;262
65505;256;262
65534;256;262
65559;256;263
65586;255;263
65612;255;263
65639;256;263
65666;255;263
65692;255;263
65719;255;263
65745;256;263
65772;255;262
65798;256;263
65824;255;263
65851;256;263
65878;256;264
65914;256;262
65941;256;262
65968;255;263
65994;256;262
66021;256;263
66083;255;262
66110;256;263
66137;256;263
66163;255;262
66190;256;263
66217;256;262
66243;255;263
66270;255;262
66298;256;264
66325;256;262
66352;256;263
66378;256;264
66405;254;263
66432;256;264
66458;256;263
66485;256;262
66511;256;262
66538;256;264
66565;256;263
66591;256;262
66618;256;264
66648;256;262
66674;255;263
66701;256;262
66727;256;263
66754;255;262
66781;256;264
66807;256;263
66870;256;263
66896;256;263
66923;256;263
66950;256;263
66977;255;262
67004;256;263
67033;256;262
67059;256;263
67086;255;264
67113;255;263
67139;256;264
67166;256;263
67193;256;262
67220;256;263
67247;256;263
67273;256;263
67300;256;263
67327;255;262
67353;256;263
67382;256;264
67408;256;263
67435;256;263
67462;256;264
67488;256;262
67515;256;262
67543;256;262
67569;256;263
67596;256;263
67622;255;263
67649;255;263
67676;256;263
67702;256;262
67731;256;262
67758;256;262
67784;256;263
67847;256;262
67873;256;262
67900;256;263
67928;256;263
67954;260;263
67981;256;263
68007;255;263
68034;255;262
68061;256;262
68090;256;262
68117;256;263
68144;256;263
68170;256;263
68197;256;263
68224;255;262
68250;256;262
68277;255;264
68303;256;262
68330;256;262
68357;256;263
68383;256;262
68410;256;263
68440;256;262
68502;256;262
68529;255;263
68555;256;263
68582;256;263
68609;256;262
68635;256;262
68662;256;264
68688;256;264
68715;256;262
68742;256;263
68768;260;263
68795;256;262
68825;256;262
68851;255;262
68878;256;264
68905;256;263
68931;256;263
68958;256;262
68984;256;262
69011;256;263
69038;256;263
69064;256;263
69091;256;263
69118;255;263
69144;255;263
69174;255;262
69200;256;264
69227;256;262
69254;255;263
69280;256;262
69307;255;264
69334;256;263
69360;256;264
69387;256;263
69414;256;262
69441;256;263
69468;256;263
69494;256;263
69523;256;263
69550;256;263
69612;256;262
69639;256;262
69665;256;262
69692;256;263
69720;256;263
69746;255;263
69773;256;263
69799;256;263
69826;255;263
69853;256;263
69882;255;263
69908;256;263
69935;256;263
69962;256;263
69989;255;262
70016;256;263
70042;255;263
70069;256;262
70095;256;263
70158;255;268
70185;255;262
70211;256;267
70238;256;263
70267;255;262
70294;256;263
70321;256;262
70347;256;263
70374;256;263
70401;256;263
70427;256;262
70454;256;263
70480;256;262
70507;256;266
70534;255;263
70560;256;262
70587;256;263
70617;256;263
70643;255;263
70670;256;267
70697;256;262
70723;256;263
70750;256;267
70776;255;263
70803;256;266
70830;256;268
70856;254;263
70883;256;263
70910;256;262
70936;255;263
70966;256;263
70992;255;263
71019;255;263
71046;256;262
71072;256;262
71099;256;268
71126;255;263
71153;256;263
71180;256;263
71206;256;267
71233;256;263
71260;256;262
71286;255;267
71315;256;262
71377;256;262
71404;255;262
71431;255;262
71458;255;262
71485;255;263
71512;256;263
71538;255;263
71565;254;263
71591;256;263
71618;256;262
71645;256;262
71674;256;263
71701;256;262
71728;256;266
71790;253;262
71817;253;266
71843;254;262
71870;259;272
71897;255;271
71923;256;267
71950;256;262
71977;254;262
72003;258;262
72030;258;262
72059;257;258
72086;258;258
72113;258;262
72139;258;262
72166;254;263
72194;168;233
72219;183;191
72244;181;185
72269;179;197
72294;187;181
