Column1;Column2;Column3;Column4
286273;-1.65;0.19;4.12
286296;-0.07;-0.20;9.88
286318;0.00;-1.35;10.19
286341;-1.73;-1.31;7.45
286363;0.63;-0.27;12.85
286386;0.03;-0.60;5.16
286408;1.45;-1.13;16.17
286467;0.94;-1.09;4.75
286489;-1.22;-1.17;13.33
286512;2.68;0.13;5.40
286534;-2.02;-1.70;12.18
286557;0.74;-1.01;5.82
286579;-0.67;-0.57;12.43
286602;4.37;-0.45;14.72
286624;1.74;-0.90;13.35
286647;-1.20;0.05;5.72
286672;3.33;-0.66;14.80
286695;-1.70;-0.27;6.05
286718;4.63;-0.44;15.10
286740;-2.03;-1.20;4.55
286763;1.87;-0.34;16.41
286785;-2.84;0.31;2.22
286808;3.31;-1.19;18.41
286830;-0.18;0.01;3.28
286853;2.44;-0.93;18.44
286875;-1.63;0.66;3.54
286898;5.22;0.53;16.53
286920;-2.76;-0.30;4.99
286942;6.19;-0.35;14.51
286964;-4.44;-0.45;6.99
286987;5.94;0.02;13.18
287009;-2.50;-0.62;8.30
287032;4.01;-0.23;12.32
287054;-2.50;-0.41;8.47
287077;4.52;-0.19;14.68
287110;-1.97;0.11;15.05
287132;7.26;-0.09;4.15
287155;-3.83;-1.45;13.28
287177;5.18;0.13;8.97
287200;-2.82;-0.66;8.47
287222;1.77;0.24;14.26
287245;-1.35;-0.88;1.33
287267;-0.53;-0.59;19.50
287290;2.25;0.44;-3.48
287312;-2.45;-1.72;23.39
287335;8.56;1.49;-4.02
287358;-6.15;-2.66;22.59
287380;3.57;0.23;18.22
287403;-1.77;-0.09;21.32
287461;4.53;0.33;19.68
287483;2.55;0.51;1.48
287506;-6.05;-0.72;18.25
287529;0.67;-0.20;11.64
287551;3.41;-1.78;16.10
287574;-3.45;2.16;7.26
287599;0.23;-0.00;-0.00
287622;1.92;-2.38;8.20
287644;-1.68;0.64;9.73
287667;3.65;0.83;15.04
287689;0.19;-2.18;2.53
287712;-2.03;-1.02;15.20
287734;5.50;1.93;7.72
287757;-0.22;1.07;9.45
287779;-47.12;-67.34;-63.74
287801;2.10;-1.62;14.15
287823;-1.45;-0.06;5.13
287846;-1.59;-1.31;3.83
287869;-1.55;-0.53;9.97
287891;-0.98;-0.35;5.09
287914;2.76;0.95;16.54
287972;-2.13;0.25;6.53
287994;-0.32;-0.38;7.13
288017;-2.71;-0.99;8.02
288040;1.00;-0.17;9.72
288062;-1.05;-0.85;12.34
288087;-1.54;-0.74;4.09
288109;3.14;-1.37;16.55
288132;-1.80;-0.50;4.09
288154;3.57;0.47;17.33
288177;0.49;0.86;7.77
288199;5.12;-0.52;14.52
288222;-2.73;0.09;8.03
288244;3.90;-0.59;11.85
288267;-2.70;-1.04;8.84
288289;5.03;0.09;15.34
288312;-2.05;-0.39;10.30
288334;4.92;-0.82;10.39
288357;-3.88;-1.28;10.13
288379;5.42;-0.09;16.29
288402;-1.82;-0.30;9.67
288425;4.92;-0.18;9.73
288447;-3.96;-1.29;9.06
288470;2.33;0.81;10.46
288492;-1.73;-1.08;8.99
288515;3.07;-1.00;9.90
288540;-1.62;-0.83;11.37
288563;1.12;-0.00;7.14
288585;-1.07;-1.45;12.01
288608;2.66;-1.03;6.51
288630;-1.66;-1.32;12.66
288653;11.81;-1.12;30.17
288675;-0.95;0.20;13.77
288698;-56.31;-67.34;-63.74
288718;-0.86;-1.18;13.87
288741;-0.04;-0.45;4.08
288763;0.13;-0.76;14.60
288786;4.47;0.43;14.60
288809;2.13;-1.22;15.44
288831;5.70;-0.08;14.51
288889;0.86;-0.86;12.74
288912;-0.83;-0.04;6.30
288934;2.76;-1.02;14.76
288957;5.21;-0.01;12.62
288980;10.01;-0.63;28.16
289002;0.63;-0.03;6.94
289028;1.55;-0.93;8.65
289050;-1.12;-0.71;11.37
289073;-0.23;-0.06;6.36
289095;1.17;0.10;13.70
289118;-1.68;-0.02;5.36
289140;3.22;-0.81;15.43
289163;-1.46;-0.82;5.69
289185;2.87;0.02;16.05
289208;-2.34;0.24;5.88
289230;5.81;0.12;14.86
289252;-2.54;-0.94;6.68
289275;4.27;0.36;14.54
289297;2.91;-0.42;6.90
289320;5.67;-0.17;14.13
289342;-1.22;-0.78;9.53
289365;3.37;0.72;8.39
289387;0.23;-0.62;6.26
289410;-0.22;-0.34;6.66
289468;4.41;-0.28;12.86
289491;4.13;0.63;12.00
289516;1.60;-0.03;14.56
289539;3.39;-0.56;15.43
289561;2.73;-0.94;16.44
289584;-0.67;-0.33;4.02
289606;2.38;0.40;16.54
289629;-1.20;-0.41;3.79
289651;5.01;-0.81;16.34
289674;-2.69;-0.97;5.41
289696;2.64;-0.59;16.91
289719;-1.97;0.28;4.71
289741;5.44;-0.57;16.48
289764;-3.02;-0.57;4.98
289786;2.20;-0.54;17.07
289809;-1.19;-0.55;3.89
289832;4.14;-0.74;17.27
289854;-2.49;-0.51;2.17
289877;2.26;-0.62;18.38
289899;-3.01;0.02;0.63
289922;2.19;-1.35;20.04
289947;-1.45;-0.85;2.09
289970;1.55;-0.71;20.06
289992;5.04;-0.61;16.72
290015;4.70;-0.08;18.13
290037;0.08;-67.34;-63.74
290058;2.40;-0.77;17.75
290080;-1.75;0.31;4.11
290103;5.61;-0.08;16.04
290125;2.48;-0.56;8.59
290148;1.17;-0.20;15.43
290170;-0.87;-0.43;4.13
290193;1.49;-0.91;16.29
290216;0.18;-0.27;2.36
290238;-0.38;-1.27;17.30
290261;0.60;0.34;2.21
290319;-2.26;-1.29;5.68
290341;0.14;-1.21;17.92
290364;-3.78;0.46;-1.30
290387;3.17;-1.47;21.65
290409;0.28;0.38;2.71
290435;-2.17;-1.23;14.82
290457;7.69;0.68;4.68
290480;-4.13;-0.39;15.74
290502;0.14;-0.58;4.29
290525;7.04;-1.83;14.96
290547;-6.17;-0.14;6.26
290570;3.99;0.44;12.35
290592;1.77;-1.68;10.35
290615;-4.35;0.11;5.10
290637;6.26;-0.21;18.10
290660;-2.23;-1.20;3.23
290682;-1.44;-0.03;11.92
290705;2.95;0.45;12.01
290728;-2.70;-0.34;9.36
290750;0.89;-0.63;8.59
290773;-1.70;-0.68;3.50
290795;4.99;0.08;14.52
290818;5.82;-0.81;12.07
290840;-3.01;-0.99;9.89
290863;1.94;-0.36;8.47
290894;4.83;0.62;14.76
290917;-2.35;-1.49;6.45
290975;4.62;-0.07;13.84
290998;-2.88;-0.64;8.39
291020;2.41;0.15;8.97
291043;-1.57;-0.53;10.90
291066;-0.11;-1.14;5.36
291089;0.34;-0.10;14.94
291112;-1.36;-0.90;3.94
291134;1.74;-1.41;16.72
291157;-0.45;0.24;2.68
291179;2.36;-0.08;17.11
291202;-1.37;-1.21;4.01
291224;2.56;-0.62;17.05
291247;-1.10;0.04;3.54
291269;2.78;0.32;16.04
291292;-1.81;-0.88;2.93
291314;0.36;-0.63;17.51
291337;0.45;-0.34;1.74
291359;-1.23;-0.53;17.12
291384;0.12;-0.29;1.23
291406;-1.18;-0.43;18.41
291429;5.46;0.23;17.73
291451;-1.08;-1.39;18.12
291474;-0.89;0.45;2.17
291497;1.93;0.40;17.31
291519;-0.05;0.56;3.85
291542;2.43;-0.64;16.54
291564;-3.32;0.14;6.66
291588;4.30;-0.44;11.17
291610;-1.37;-1.18;12.20
291633;3.21;-0.06;5.79
291655;1.04;-1.17;15.08
291678;-1.16;-0.73;3.58
291700;3.71;-0.30;18.38
291759;3.70;-0.88;12.38
291781;3.99;-0.07;12.79
291804;-2.90;-0.98;9.33
291826;4.87;0.71;10.30
291849;-1.58;-0.99;9.99
291873;1.54;0.07;6.10
291896;-1.66;-0.92;13.26
291918;4.77;-0.85;18.23
291942;0.28;0.13;2.40
291963;-0.73;0.61;5.50
291986;0.26;-1.53;13.31
292010;1.14;-0.82;8.43
292032;-1.42;-0.28;13.39
292055;-0.64;-0.17;4.51
292077;-1.26;-1.11;14.25
292100;1.68;0.06;3.83
292122;-2.51;0.04;14.65
292145;5.54;0.15;4.23
292167;-2.81;-1.68;13.08
292190;0.81;-1.31;4.64
292212;0.05;0.62;15.33
292235;5.73;-0.90;15.43
292257;2.24;-0.71;15.54
292280;-0.06;-0.54;7.70
292302;3.50;-0.46;14.74
292327;-4.01;-0.17;8.90
292350;4.56;0.41;9.98
292372;-1.39;-0.66;11.15
292395;4.59;-0.11;7.40
292417;-2.63;-1.26;12.07
292475;3.57;0.51;16.91
292498;-2.97;0.19;4.76
292521;5.43;-0.79;17.04
292543;-2.33;-0.66;4.76
292566;2.97;-0.19;17.54
292588;-1.14;0.43;4.05
292611;5.45;0.08;17.71
292633;-2.80;-0.99;3.53
292656;1.50;-0.15;17.47
292678;-4.16;0.46;1.59
292701;4.33;-1.18;18.58
292723;-1.31;-0.79;5.44
292746;4.82;0.24;14.63
292768;-1.64;0.25;5.89
292791;-0.80;-0.68;9.95
292816;2.38;-0.94;12.51
292839;-4.11;-0.08;6.15
292862;2.87;0.32;13.18
292884;0.74;-2.18;9.47
292907;-0.92;-0.26;8.65
292929;5.94;-0.39;11.21
292952;-3.71;-0.80;10.28
292974;-50.18;-67.34;-63.74
292995;1.11;-1.24;10.63
293017;-4.26;0.57;8.32
293040;6.77;0.29;13.20
293062;-1.05;-0.82;7.65
293085;-3.27;0.55;7.77
293107;4.32;-0.81;15.38
293130;5.72;0.20;14.12
293188;4.02;-1.04;13.14
293211;-2.30;0.28;9.82
293233;-0.33;-1.02;5.93
293256;2.09;-0.30;14.31
293278;-0.98;0.22;6.44
293304;5.20;0.21;13.39
293326;-1.81;-1.46;6.90
293349;1.35;-0.30;10.07
293371;-1.40;-0.35;10.94
293394;0.01;-0.70;5.30
293417;0.62;-0.11;13.73
293439;-1.27;-0.11;5.50
293462;3.15;-1.00;15.19
293484;-1.83;-0.97;4.68
293507;2.91;-0.96;16.81
293529;-0.62;-0.22;4.41
293552;5.35;-0.77;16.17
293574;-2.87;-0.84;4.64
293597;3.08;-0.09;17.36
293619;-1.48;-0.94;2.46
293642;4.82;-0.63;17.30
293665;-2.54;-0.68;3.09
293688;2.85;-1.37;17.47
293710;2.80;-0.40;17.32
293733;0.74;-1.40;19.25
293758;-1.33;-0.57;-0.02
293780;0.72;-1.34;19.24
293803;1.59;0.98;0.32
293825;-3.77;-1.04;19.92
293848;3.66;1.21;-0.31
293870;-2.68;-0.58;19.29
293893;3.77;0.50;0.49
293915;-2.33;-2.19;16.51
293974;0.21;0.80;0.66
293996;-1.94;-0.55;4.39
294019;0.03;-1.08;12.65
294041;1.65;0.54;11.25
294064;-3.02;-0.79;8.39
294087;4.72;0.18;14.74
294110;4.28;1.32;11.36
294132;-3.64;0.86;10.49
294155;-0.05;0.63;8.63
294177;2.12;-2.25;12.53
294200;3.77;-2.36;14.11
294222;5.11;1.01;14.80
294243;-2.40;-1.94;4.88
294265;-0.92;0.74;12.51
294288;5.02;-0.16;11.89
294310;-2.77;-1.38;6.34
294333;3.67;-0.97;12.44
294356;-1.07;-0.41;7.66
294378;-1.18;-0.14;7.37
294401;1.30;-0.69;10.35
294423;-1.76;-0.34;8.64
294446;3.89;0.52;9.56
294468;-2.16;-1.48;11.42
294491;-0.79;-0.11;6.25
294513;1.49;-0.98;13.44
294536;-1.36;0.25;5.20
294558;2.30;-1.32;16.33
294581;-1.61;0.03;5.47
294639;3.29;0.11;11.77
294662;-1.30;0.11;6.29
294684;4.73;-0.55;15.43
294717;5.63;0.33;13.18
294740;2.41;0.48;6.02
294762;-1.96;-1.12;13.23
294785;0.94;-1.24;6.19
294807;-1.47;-1.13;13.21
294830;2.93;-0.21;5.69
294852;-1.86;-1.49;12.59
294875;2.70;0.16;7.77
294897;0.57;-0.34;2.75
294920;2.75;-0.38;17.34
294942;-6.29;-1.82;9.54
294965;5.42;1.14;10.46
294987;-2.11;-0.65;8.48
295010;3.83;-1.48;10.41
295032;-2.43;-0.56;7.94
295055;0.61;-0.37;10.28
295077;-0.32;-1.35;9.00
295100;5.46;0.41;8.87
295123;-3.84;-0.62;8.69
295145;1.25;-0.45;8.48
295171;0.17;0.53;13.75
295193;4.24;0.32;9.91
295216;4.29;-0.98;14.68
295238;-2.84;-0.74;7.92
295261;5.20;-0.07;14.34
295283;-5.30;-0.78;7.22
295306;3.01;0.17;11.20
295328;0.51;-2.21;9.48
295351;-2.04;0.01;7.58
295373;3.97;-0.39;14.31
295396;-2.74;-0.95;7.61
295418;5.15;-0.01;13.74
295477;6.11;-1.06;9.70
295499;3.02;-0.30;12.88
295522;-2.43;-0.13;7.59
295544;-0.16;-1.04;8.45
295568;1.27;-0.24;12.80
295590;4.15;-1.14;8.59
295613;3.17;-0.85;14.81
295636;-1.80;-1.00;6.62
295660;4.79;-0.42;13.23
295683;-3.62;-0.03;7.29
295705;4.01;0.57;11.44
295728;-1.63;-0.75;9.25
295750;3.67;-0.38;9.01
295774;-2.72;-0.92;9.96
295796;5.70;-0.23;14.55
295819;-1.56;-0.65;11.28
295841;3.77;-1.23;7.75
295864;-2.24;-1.18;10.89
295886;6.00;0.40;15.56
295909;-2.18;-0.87;10.61
295931;8.85;-0.80;10.05
295954;-7.42;-1.43;9.36
295977;5.11;1.00;10.72
295999;-1.12;-1.00;7.86
296022;0.49;-1.20;9.17
296080;-0.70;0.73;4.32
296102;0.46;0.34;7.92
296125;-1.25;-0.62;11.93
296151;3.86;-0.11;12.90
296173;2.16;0.02;16.97
296196;-1.49;0.85;3.46
296218;5.26;-0.33;17.78
296241;-3.01;-0.66;5.09
296263;4.20;-0.62;16.63
296286;-3.46;-0.39;5.47
296308;5.69;-0.24;15.54
296331;-2.52;-0.30;5.91
296353;3.75;-0.17;15.32
296376;-0.34;-0.50;4.53
296398;5.71;0.27;13.61
296421;-2.21;-1.25;8.25
296443;4.79;-0.77;10.38
296466;-3.28;-0.56;9.20
296489;1.54;0.24;9.46
296511;-1.44;-1.35;10.09
296534;3.72;-0.98;7.79
296556;-2.94;-1.15;10.48
296579;1.93;-0.02;8.01
296604;-2.29;-0.69;13.59
296627;2.87;-0.14;5.83
296649;-1.48;-1.31;13.02
296672;1.03;-1.30;4.75
296694;-1.56;-0.13;13.55
296717;0.17;0.81;4.76
296739;-1.26;-1.14;13.11
296762;0.93;-0.11;5.10
296784;0.37;-0.26;2.48
296807;-56.31;-67.34;-63.74
296829;-1.31;0.78;3.51
296851;4.85;0.18;11.16
296874;-2.92;-0.73;9.24
296896;2.84;-0.60;14.44
296919;-2.65;-1.08;5.47
296977;-4.27;-1.44;17.79
297000;4.42;0.22;6.22
297022;-3.91;-3.30;10.57
297045;2.83;0.52;11.85
297067;0.28;-1.32;3.43
297092;-1.36;-0.91;14.68
297114;11.64;-0.25;0.80
297137;-7.98;-1.98;19.88
297160;7.32;2.29;0.67
297183;-3.19;-0.58;17.49
297205;-5.55;-0.22;11.91
297228;5.54;0.56;1.44
297250;-9.25;-0.50;8.82
297273;7.02;-1.22;10.68
297295;-0.36;-0.35;11.98
297318;-2.26;-0.70;7.35
297341;6.04;-0.50;14.01
297363;-4.36;-0.84;4.13
297386;0.55;-0.07;15.75
297408;3.68;0.22;2.05
297431;-6.26;-1.63;17.39
297453;18.69;1.44;1.41
297512;3.32;-0.59;7.01
297534;-5.35;-0.49;12.22
297558;2.64;0.94;5.89
297582;-2.16;-0.54;10.70
297605;2.17;-0.28;10.55
297627;-1.20;-0.59;11.25
297650;1.65;-0.06;13.68
297672;1.71;-2.14;12.30
297695;-0.25;-0.41;6.20
297717;1.03;-0.80;12.52
297741;0.26;-0.23;8.29
297763;1.87;-0.57;11.89
297786;-2.61;-0.85;11.09
297808;4.57;-0.19;12.61
297831;0.91;-0.84;13.99
297854;-1.36;-0.05;5.19
297876;3.39;-0.76;16.43
297899;-1.04;-0.92;5.65
297921;4.61;0.38;13.00
297944;-3.51;-0.46;9.36
297966;0.84;-0.80;6.21
297989;2.11;0.02;14.07
298011;-1.86;0.47;5.56
298036;5.05;0.16;15.10
298058;-2.16;-1.28;5.94
298081;3.81;-1.37;11.61
298103;-2.73;0.10;9.51
298126;0.25;-0.83;7.41
298148;1.40;-0.54;12.65
298171;-1.94;-0.58;5.87
298194;3.21;-0.68;15.55
298217;-1.58;-0.67;4.53
298240;3.37;-1.00;17.12
298262;-2.36;0.41;5.15
298285;5.61;0.04;15.32
298307;-2.25;-0.83;6.50
298330;6.82;-67.34;-63.74
298350;-2.42;-0.31;6.73
298373;5.73;-0.58;14.91
298395;-2.28;-0.18;7.97
298418;4.46;0.70;11.58
298476;-0.32;-0.28;2.59
298509;4.67;-0.33;12.16
298531;-3.50;-0.29;7.65
298554;5.73;1.14;13.81
298576;-2.77;-0.21;5.69
298599;2.04;-0.56;17.31
298622;-2.92;-0.50;2.66
298644;5.15;0.22;17.00
298667;-2.50;-0.47;4.97
298689;4.20;-0.71;14.21
298712;-2.47;-0.87;6.21
298735;0.17;-0.45;10.53
298758;0.45;-1.40;10.35
298780;-1.17;-0.97;6.80
298803;2.48;0.02;14.08
298825;0.30;-0.63;4.56
298848;20.31;-67.34;-63.74
298868;-2.09;0.22;4.54
298891;4.81;-0.52;15.36
298949;-1.70;0.12;5.83
298972;4.76;-0.31;14.22
298997;-1.77;-1.06;8.43
299020;4.29;-0.45;12.09
299042;-0.54;-0.13;4.88
299065;4.44;0.81;10.24
299087;-1.76;-1.28;10.69
299110;5.69;0.14;7.48
299133;-3.23;-1.30;10.44
299155;0.18;-0.60;7.12
299178;1.21;-0.87;12.02
299200;-1.73;-0.11;6.50
299223;4.44;-0.51;13.66
299246;-2.07;-0.95;8.33
299269;4.79;-0.30;12.41
299291;-3.94;-0.83;8.55
299314;1.31;0.05;9.62
299336;-0.18;-1.14;10.58
299359;-1.72;0.07;6.23
299381;1.02;-0.69;12.80
299404;-0.59;0.08;5.40
299426;2.03;-1.23;14.98
299451;-2.43;0.42;6.04
299475;5.18;-0.37;14.60
299497;-2.23;-1.11;7.26
299520;3.80;-0.02;14.22
299542;-0.61;0.77;4.17
299565;5.18;-1.04;16.20
299587;-3.00;-0.62;6.94
299610;4.30;-0.43;14.69
299632;-4.29;-0.26;5.76
299655;5.88;0.85;15.17
299677;-2.58;-0.57;5.27
299700;4.19;-1.44;15.89
299722;-4.21;-0.18;6.24
299745;3.19;0.49;12.78
299767;-0.51;-1.11;7.82
299790;2.90;0.14;10.98
299812;-0.14;-1.26;11.04
299835;-0.64;-0.96;6.53
299859;2.37;0.54;14.15
299881;-2.64;-0.83;4.57
299906;4.47;-0.04;15.80
299928;-1.71;-1.25;7.58
299987;5.57;-0.84;14.88
300009;-3.26;-0.61;7.26
300032;5.40;-0.34;12.01
300054;-3.73;-0.11;8.77
300077;2.35;0.10;9.82
300099;-1.32;-0.88;10.83
300122;2.36;-0.65;5.97
300144;-2.22;-1.06;11.99
300168;1.13;-0.60;6.65
300190;-1.47;-1.00;12.86
300213;3.96;-0.00;6.66
300235;-2.49;-1.67;12.07
300258;1.39;-1.22;6.91
300280;-1.83;-0.86;12.43
300303;-0.53;0.05;5.56
300325;-0.38;-1.32;12.65
300384;5.54;0.57;13.52
300406;-5.46;-0.41;8.08
300431;2.67;0.44;10.41
300453;1.55;-0.11;5.37
300476;3.39;0.34;15.14
300499;-1.82;-1.55;11.51
300522;1.44;0.13;8.01
300545;-1.19;-0.88;11.94
300567;5.92;-0.97;8.07
300590;-3.35;-1.53;10.85
300612;4.81;0.24;10.94
300635;-2.97;-0.26;9.33
300657;4.28;-0.10;14.06
300680;-3.23;-0.61;6.14
300702;5.02;0.12;16.26
300725;-1.87;-0.55;1.58
300747;1.12;-1.03;19.33
300770;-1.01;0.00;-1.80
300792;-3.67;-1.48;22.21
300815;6.04;2.47;-1.27
300837;-4.59;-2.64;21.34
300860;2.37;1.95;2.62
300886;-5.23;-1.42;17.67
300908;2.59;2.49;6.46
300931;0.80;-2.30;8.41
300953;-3.58;-1.09;15.32
300976;5.94;0.29;3.88
300998;-6.89;-2.88;18.19
301021;-8.76;0.04;12.63
301043;1.24;-2.28;17.01
301066;-4.54;0.01;4.41
301088;4.03;-0.12;6.94
301111;-110.17;-134.68;-127.49
301132;0.31;-0.37;11.49
301155;6.50;-0.41;11.94
301177;-7.59;-1.10;5.17
301200;6.68;-0.52;16.66
301222;-4.21;0.26;3.56
301245;0.63;-1.23;5.95
301268;3.81;0.71;6.29
301290;-0.30;-1.42;11.88
301316;-55.08;-67.34;-63.74
301337;3.57;0.03;8.92
301360;-0.78;-0.23;8.91
301382;-0.21;-1.16;10.20
301405;-0.14;0.20;10.22
301427;2.01;-0.50;9.01
301486;1.09;0.35;9.15
301508;12.96;-0.45;11.74
301531;-9.91;-0.89;8.48
301553;9.07;0.84;11.83
301576;-3.53;-0.29;11.08
301598;6.14;-0.68;11.44
301621;-4.98;-0.22;9.22
301643;-0.50;-0.67;16.94
301666;2.05;-1.19;9.05
301689;2.38;-0.78;11.86
301712;-3.26;-0.31;5.58
301734;6.69;-0.23;16.27
301757;-3.82;0.04;4.57
301815;1.38;-2.12;17.37
301840;1.98;0.13;5.37
301862;-0.53;0.26;5.38
301885;-1.07;-0.08;9.20
301908;-2.20;-0.69;8.07
301930;5.36;1.21;13.95
301953;-1.41;-0.41;6.43
301975;-3.04;0.54;10.55
301998;5.29;1.33;11.02
302020;-1.50;-1.17;8.87
302044;0.99;1.66;10.66
302066;0.75;-2.46;11.81
302089;-1.88;-0.76;4.65
302111;5.35;-0.36;15.55
302134;-2.39;-0.46;7.52
302156;1.70;-0.82;9.73
302179;0.19;-0.75;11.15
302201;-2.59;-0.21;5.71
302224;3.33;-1.43;16.75
302246;-2.44;0.15;5.39
302269;0.83;-0.41;12.36
302302;3.93;-0.88;15.01
302324;-3.67;-0.33;8.45
302347;5.17;0.38;11.91
302369;0.19;-2.04;12.10
302392;-0.72;0.28;5.49
302414;4.26;-0.94;15.34
302437;-2.48;-0.75;6.19
302459;4.90;0.38;13.97
302482;-3.02;-0.19;8.17
302505;0.24;-0.76;8.77
302527;0.93;-1.57;12.43
302550;-0.94;-0.48;5.29
302572;3.47;-0.91;15.60
302596;5.64;0.57;13.49
302618;4.66;-0.40;15.26
302641;-2.95;-0.13;6.94
302663;2.99;0.00;12.07
302686;-1.26;-1.31;10.26
302708;0.94;-0.56;7.02
302731;-0.67;-0.61;12.68
302755;-0.88;-0.27;4.81
302778;3.04;-0.72;16.41
302800;-2.00;-0.10;4.40
302824;5.45;-0.78;15.68
302847;-2.57;-0.70;6.22
302869;4.19;-0.09;13.76
302892;-3.40;-0.09;7.78
302914;4.67;0.37;12.65
302937;-2.08;-0.86;9.30
302995;4.83;-0.11;17.22
303018;0.60;-0.23;4.06
303040;2.82;-0.43;16.98
303063;-2.33;-0.35;5.23
303085;5.53;-0.41;14.37
303108;-2.45;-0.93;6.61
303131;4.02;0.40;12.67
303154;-3.14;-0.54;8.11
303176;3.28;0.43;10.62
303199;-1.87;-1.32;10.70
303257;3.90;-0.12;15.50
303283;-2.19;-1.09;8.08
303305;3.77;0.01;15.60
303328;-3.99;-0.99;8.73
303350;-56.31;-67.34;-63.74
303371;-1.70;-1.28;9.12
303394;2.44;-0.00;7.89
303417;-2.73;-0.68;10.42
303439;0.58;-1.21;7.72
303462;-0.95;-1.16;12.00
303485;1.84;-0.23;5.42
303507;-1.40;-1.24;13.35
303530;1.18;-1.50;5.64
303552;-1.95;-0.48;13.73
303575;2.66;-0.19;4.64
303597;-2.09;-1.21;13.70
303620;1.64;-1.44;5.21
303642;-2.27;-0.27;13.36
303666;6.69;0.49;6.18
303688;-4.19;-2.16;12.14
303713;1.48;-1.19;3.56
303735;-1.73;-1.98;13.96
303758;0.92;-0.12;4.99
303780;0.11;-0.93;12.60
303803;-0.15;-0.54;6.59
303826;1.68;-0.47;14.55
303848;-2.63;-0.01;7.72
303872;3.71;0.02;10.42
303894;-1.43;-0.81;12.05
303917;0.33;-0.31;4.81
303939;0.97;-0.88;14.65
303962;-1.12;0.17;4.64
303984;3.65;-0.78;16.87
304007;-2.91;0.03;6.26
304029;2.70;-0.04;11.33
304052;-0.86;-0.45;10.58
304074;4.87;-0.79;10.36
304097;-0.80;-0.74;13.73
304119;0.52;-0.56;5.87
304142;1.31;-0.76;16.56
304168;-1.61;-0.25;4.18
304190;5.01;-0.21;17.02
304213;-2.49;-0.80;5.53
304235;0.08;-67.34;-63.74
304258;-2.75;-0.28;5.92
304280;6.37;-0.29;15.32
304303;-3.09;-0.64;6.20
304325;3.33;0.09;15.19
304348;-2.33;-0.43;5.77
304370;6.33;0.27;16.01
304393;-3.04;-0.64;4.42
304415;2.04;-0.07;17.55
304438;-2.76;0.39;1.26
304496;0.26;0.51;17.24
304519;-1.25;0.25;3.42
304541;4.60;-1.11;15.86
304564;-2.73;-0.25;6.40
304587;4.58;-0.29;14.59
304610;-4.06;-0.45;8.66
304632;4.55;-0.38;13.29
304693;-0.91;-0.59;4.92
304715;4.55;-0.55;16.66
304738;-2.48;-0.93;3.24
304760;2.66;-0.43;18.46
304783;-3.75;0.11;0.62
304805;5.10;-0.93;19.56
304829;-2.24;-1.17;3.55
304852;4.15;-0.53;16.78
304874;-2.33;0.74;5.14
304897;1.42;-0.67;13.21
304919;-0.77;-0.86;9.39
304942;2.15;-0.26;7.03
304964;-2.66;-0.33;12.04
304987;1.33;-0.83;4.95
305009;-1.02;-0.99;15.23
305032;-0.55;0.78;2.62
305054;-0.16;-1.00;17.28
305078;0.56;-0.98;1.04
305100;-0.80;0.35;17.69
305123;2.68;0.24;18.27
305147;-0.22;-0.46;19.20
305170;1.22;0.32;0.34
305193;-0.90;-0.71;18.09
305216;1.05;0.44;2.25
305239;-1.72;-1.52;16.69
305261;5.12;0.24;16.82
305284;-1.12;0.18;15.44
305306;-0.62;1.04;3.97
305329;-1.21;-0.79;13.49
305351;1.31;-0.22;5.25
305374;-1.79;-0.66;13.76
305396;4.37;-0.51;6.82
305419;-3.11;-1.67;11.55
305441;5.69;0.53;16.96
305464;-3.78;-0.77;10.05
305486;3.45;-0.05;12.77
305510;-2.77;-2.02;5.35
305533;3.52;0.05;16.23
305555;-0.29;-1.01;-0.41
305578;-1.87;-0.96;20.50
305602;6.59;0.69;0.06
305625;-5.84;-1.90;21.36
305647;8.31;1.45;-1.46
305670;-6.30;-2.71;22.29
305693;1.24;0.36;3.20
305716;-5.85;-2.69;12.11
305738;4.82;1.03;6.66
305761;3.25;0.13;9.87
305783;0.27;-1.45;10.05
305806;-8.44;3.40;-3.15
305828;-4.86;-1.40;20.05
305851;-1.88;-0.50;-2.46
305874;11.31;-1.59;21.03
305896;-8.93;1.04;0.57
305919;1.47;-1.08;18.27
305941;7.68;-0.92;4.42
305999;-2.39;-0.21;1.21
306022;-2.91;0.67;18.90
306045;5.32;-1.07;3.78
306068;-3.53;-1.86;11.01
306130;-0.94;-2.10;15.08
306152;2.87;-0.19;7.89
306175;-2.08;-1.43;10.93
306197;4.21;0.47;9.02
306220;-1.43;-0.44;12.21
306242;-1.81;0.30;4.58
306265;4.19;0.24;14.68
306287;-2.50;-0.04;7.20
306310;3.84;0.37;11.74
306332;-1.08;-0.66;11.41
306356;-1.46;-1.02;5.12
306378;2.15;-0.41;15.59
306401;5.82;0.35;15.11
306423;2.76;-0.38;18.16
306446;-2.38;-0.72;5.17
306468;3.92;-0.14;13.54
306491;-2.44;-0.24;8.82
306514;2.46;-0.36;7.96
306536;-1.94;-0.78;11.08
306562;0.52;0.05;4.19
306584;1.19;-0.31;15.85
306607;-1.45;-0.65;3.23
306629;3.37;-0.10;17.96
306652;-2.31;-0.58;3.09
306674;3.25;-0.61;18.48
306697;-1.35;0.15;2.67
306719;5.46;-1.11;17.63
306742;-2.77;-0.74;4.22
306765;3.30;-0.46;16.97
306788;-2.62;-0.88;4.53
306810;5.64;0.27;16.63
