Column1;Column2;Column3;Column4
99154;5.20;-0.57;11.75
99175;-2.28;-0.76;10.22
99198;4.51;-0.37;9.75
99255;-2.68;-0.93;6.97
99278;3.92;0.35;13.12
99299;-2.90;-0.46;6.13
99321;0.21;-0.37;10.90
99345;2.83;0.04;10.05
99368;-1.88;-0.83;8.56
99389;4.67;0.01;12.77
99411;-3.01;-1.15;9.17
99434;5.18;0.27;12.96
99455;-3.50;-0.51;6.81
99477;0.96;-0.26;12.11
99499;-0.05;-1.72;9.00
99521;2.39;-1.20;12.50
99543;-0.11;-0.39;11.70
99565;-0.33;-0.43;6.35
99586;2.48;-0.04;13.71
99609;-2.34;-0.42;5.07
99630;4.39;-0.76;15.73
99652;5.28;-0.09;14.10
99674;3.51;-0.85;17.43
99696;-2.22;0.22;4.41
99718;5.14;-0.77;14.96
99740;-2.61;-0.41;7.12
99761;4.64;-0.17;12.52
99786;-3.50;-0.23;8.88
99808;1.59;-0.72;9.14
99830;-0.81;-1.06;10.92
99851;0.39;-0.21;5.73
99874;-0.82;-1.21;13.26
99895;0.44;-0.09;5.20
99917;-0.61;-0.91;13.95
99975;3.42;-0.16;11.60
99997;-1.65;-1.33;9.09
100019;1.30;-1.03;8.37
100041;-1.49;-0.38;10.76
100062;0.02;-0.24;6.86
100085;0.12;-0.64;12.18
100106;3.86;-0.21;15.30
100129;1.54;-0.78;14.47
100150;5.24;-0.16;14.41
100172;2.16;-1.22;15.76
100194;4.33;0.36;13.00
100216;5.24;-0.90;15.13
100237;-2.84;-0.98;6.81
100258;3.69;-0.17;15.76
100279;-1.88;0.01;5.07
100301;5.02;-0.36;15.97
100323;-2.38;-1.14;5.81
100345;2.89;-0.40;16.08
100366;-1.28;0.05;5.23
100389;4.63;-1.12;16.78
100410;-2.51;-0.80;3.66
100433;2.81;-0.71;17.10
100454;-1.82;-0.85;2.54
100476;1.58;-0.28;18.38
100498;-0.14;-0.14;1.02
100520;-0.50;-1.11;17.05
100541;2.77;0.19;3.23
100564;-1.79;-1.40;14.49
100586;1.02;-1.46;4.57
100607;-0.32;-0.66;13.40
100630;-1.49;0.09;6.00
100687;0.34;-1.39;9.45
100711;-2.19;-0.45;8.25
100733;4.29;-0.26;12.71
100755;-1.77;-1.46;8.47
100777;5.00;1.15;13.96
100798;2.21;0.25;6.13
100821;1.80;-0.08;13.01
100843;0.21;-1.46;8.62
100864;-1.53;-0.32;8.54
100887;1.67;-0.53;12.02
100908;-1.18;-0.28;6.97
100930;2.93;-0.78;14.86
100952;-1.64;0.06;5.32
100974;4.73;-0.51;16.20
100995;-0.10;-0.79;7.45
101018;4.84;0.49;16.21
101039;-3.42;0.09;5.72
101061;6.06;-0.33;14.62
101083;-2.61;-0.51;7.10
101105;4.75;-0.19;13.46
101126;-3.20;-0.46;7.87
101151;4.84;0.09;11.88
101173;-2.05;-0.68;8.58
101195;4.44;-0.12;13.01
101216;-4.08;-0.45;7.85
101239;6.02;0.92;13.85
101260;-2.81;-0.75;6.61
101282;2.98;-0.06;16.82
101304;-2.80;0.42;3.90
101326;5.13;-0.55;16.43
101347;-2.43;-1.15;5.26
101406;4.77;-0.83;14.58
101427;-2.03;-0.52;8.19
101450;4.61;0.05;12.94
101471;-0.08;-0.13;6.60
101493;5.16;0.36;11.46
101515;-1.83;-1.42;9.12
101537;4.41;0.00;11.46
101558;-3.57;-0.32;8.32
101581;4.26;-0.02;11.78
101602;-2.20;-0.34;7.45
101627;4.30;0.65;9.82
101648;-3.44;-0.87;8.52
101671;5.11;-0.27;13.28
101692;-2.40;-0.19;6.89
101714;2.29;-0.12;17.01
101736;-4.30;-0.18;5.30
101758;6.39;0.40;15.80
101779;-2.68;-1.05;5.32
101802;3.56;-0.18;16.40
101824;-0.81;0.46;4.70
101845;4.41;-0.32;16.48
101868;-2.83;-0.79;4.83
101889;2.89;-0.84;17.41
101912;-2.65;-0.57;2.97
101933;5.15;-0.17;17.50
101955;1.42;-0.81;3.11
101977;1.62;-0.17;16.84
101999;-0.57;-0.94;3.59
102020;0.94;-0.74;16.62
102043;3.26;1.30;10.33
102102;-3.78;-1.31;9.94
102125;5.48;0.18;13.07
102146;-3.18;-0.01;6.28
102169;1.74;-0.85;17.45
102190;-0.54;-1.15;0.91
102212;-1.43;-0.96;19.93
102234;3.07;1.13;-1.05
102256;-3.90;-2.38;20.44
102277;6.54;1.36;3.25
102300;-5.22;-2.93;13.44
102321;3.55;1.03;10.79
102343;0.78;-1.19;2.84
102365;-5.09;-0.43;17.83
102387;11.33;1.19;-1.88
102408;-7.47;-3.32;22.05
102431;4.80;1.23;0.82
102452;0.76;-2.68;13.15
102475;-3.94;0.25;9.68
102496;-2.67;1.14;5.26
102518;-7.20;-2.16;16.80
102550;10.09;-1.21;10.26
102572;-6.70;-1.03;12.19
102594;1.59;1.20;5.74
102615;6.48;-1.28;15.90
102638;-8.92;-0.82;3.43
102659;-0.50;-0.20;10.95
102682;-0.34;-0.35;5.84
102703;-4.27;-1.02;11.77
102725;7.23;-0.74;12.02
102747;1.44;-1.01;6.82
102769;-4.39;-1.13;13.20
102826;-2.45;-0.81;14.83
102849;18.57;0.47;4.74
102870;-17.20;-2.30;14.65
102893;8.63;0.23;3.57
102914;0.11;-3.21;16.35
102936;-6.86;-0.79;2.53
102958;9.43;-0.10;16.01
102980;-5.93;-0.61;6.74
103002;5.26;-0.37;12.59
103026;-3.34;-0.26;11.92
103048;-1.48;-0.14;3.54
103070;3.76;-1.16;18.04
103092;-4.34;0.35;0.68
103114;3.48;-0.67;17.13
103135;-0.01;-0.03;6.57
103158;2.19;-0.64;12.99
103179;-1.76;-0.65;9.60
103201;1.79;0.36;8.76
103223;-0.09;-1.63;13.88
103245;-0.32;-0.70;3.90
103267;3.13;-0.89;16.11
103289;-1.60;-0.06;7.07
103310;4.53;-0.32;11.71
103333;-3.23;-0.74;9.22
103354;0.16;-0.37;6.59
103377;1.65;-1.25;13.63
103398;-2.02;0.03;4.82
103420;4.92;-0.77;16.40
103445;-2.05;-1.16;5.98
103466;2.74;-1.27;11.03
103489;-1.06;-0.45;9.90
103546;0.62;0.15;5.82
103567;0.93;-1.01;13.57
103590;-1.34;0.18;5.53
103611;2.56;-1.69;16.10
103634;-1.73;0.09;5.88
103655;4.80;-0.15;13.14
103677;-2.76;-0.85;9.28
103699;4.40;-1.09;9.72
103721;-3.33;-0.38;10.14
103742;0.15;-0.11;8.20
103765;0.01;-1.47;11.64
103787;0.68;0.27;6.01
103808;-0.69;-0.34;13.21
103831;-0.11;-0.07;5.37
103852;2.45;0.40;13.56
103875;0.82;-0.42;7.52
103896;4.64;-0.81;14.38
103921;-1.96;-1.05;7.89
103942;3.96;-0.37;12.16
103965;-3.23;-0.28;8.44
103986;1.20;-0.81;9.72
104008;-0.27;0.25;4.78
104030;0.47;-0.45;7.63
104052;-1.46;-0.40;11.40
104073;0.13;0.03;6.54
104096;0.28;-0.47;13.06
104117;-1.63;-0.34;5.49
104139;0.59;-0.94;14.08
104161;0.30;0.16;4.64
104183;-0.36;-1.09;14.49
104204;-0.58;0.71;3.60
104263;-0.08;-0.49;2.42
104284;4.29;-0.36;14.20
104306;-3.73;-0.53;6.26
104328;6.35;0.41;16.20
104350;-2.85;-1.02;4.58
104372;3.91;0.06;16.99
104396;-0.58;-0.11;3.81
104418;4.25;-0.07;14.79
104440;-2.01;-0.89;6.98
104461;-50.18;-67.34;-63.74
104482;-3.72;-0.15;7.52
104504;5.87;0.25;13.63
104526;-2.83;-1.05;7.39
104547;4.03;-0.98;14.26
104570;-3.63;-0.67;7.45
104591;5.29;0.15;12.59
104613;-2.06;-1.28;8.59
104635;5.83;0.37;10.97
104657;-4.46;-0.95;7.75
104679;1.66;-0.13;9.90
104701;0.19;-1.64;9.75
104722;-1.19;-0.20;7.31
104745;2.09;-0.15;13.23
104766;-1.12;0.03;6.45
104788;3.18;-0.20;15.73
104811;-2.25;-0.49;5.34
104834;3.22;0.08;12.33
104857;-0.52;-0.30;5.96
104878;2.39;-0.38;9.00
104901;-2.13;-0.65;10.07
104958;5.15;-0.62;14.22
104979;-3.73;-0.46;9.07
105002;2.98;0.45;10.29
105024;-1.44;-0.98;9.56
105045;4.13;-0.28;9.67
105068;-0.47;0.50;4.53
105089;3.77;0.80;10.97
105111;-1.76;-0.53;9.00
105133;2.76;0.16;16.71
105155;-4.73;-0.92;8.08
105177;5.15;0.76;13.09
105199;-2.38;-0.46;6.53
105220;4.69;-1.38;15.19
105243;-4.22;-0.37;6.26
105264;3.52;0.44;12.88
105286;-0.39;-0.24;5.42
105310;-0.56;0.42;8.31
105333;0.21;-1.08;11.35
105354;-0.78;-0.22;5.87
105376;1.52;-0.82;14.45
105398;-1.81;-0.99;4.60
105420;2.03;0.11;16.41
105442;-0.07;-0.50;3.06
105464;1.18;-0.84;16.91
105485;-1.81;-0.53;2.91
105508;1.46;-1.46;16.86
105529;0.12;-0.66;2.33
105552;0.41;0.14;16.01
105573;-0.91;-0.33;3.60
105595;-0.98;-1.09;15.33
105617;1.64;-1.11;3.75
105675;4.76;-0.97;14.69
105696;4.82;-0.21;14.22
105719;-2.32;-0.88;6.51
105740;4.94;0.68;15.01
105762;-0.47;0.07;4.96
105786;6.14;0.40;14.36
105808;-2.47;-0.52;6.15
105830;1.80;0.31;16.75
105852;-1.00;-0.57;3.98
105873;2.09;-0.91;17.69
105896;-0.24;-0.26;0.87
105917;-0.50;-1.30;18.32
105940;2.17;0.41;1.65
105962;-3.03;-0.65;17.16
105983;5.15;-0.66;4.77
106006;-3.36;-1.30;12.35
106027;1.34;-0.14;13.32
106049;-0.89;-0.35;1.64
106071;-3.60;-1.18;20.44
106093;4.78;0.56;-3.49
106114;-4.80;-2.57;24.07
106137;16.19;1.44;-3.76
106158;-4.58;-1.85;8.77
106181;-2.73;-2.63;25.21
106202;2.32;-2.29;14.77
106234;-3.55;2.01;-5.67
106256;2.42;-1.19;15.15
106278;2.56;-0.15;9.70
106299;-3.19;-0.96;9.94
106322;2.13;-0.38;14.64
106343;3.00;-0.37;3.04
106401;-7.96;-0.77;9.97
106423;1.28;-0.38;13.91
106445;6.30;-1.93;3.02
106466;-5.65;-0.47;16.17
106489;4.65;2.06;7.30
106510;0.03;-1.20;10.45
106533;-1.73;2.22;6.26
106554;3.25;-0.82;15.90
106576;-2.89;-0.81;5.41
106598;1.26;0.34;11.24
106620;0.84;-1.87;12.93
106641;-1.83;0.29;3.78
106664;6.18;-0.42;17.95
106685;-3.19;-1.07;4.48
106710;-0.21;-0.07;11.22
106733;3.29;-0.29;10.86
106754;-2.53;-0.74;8.43
106776;5.88;0.52;13.01
106798;-3.25;-0.80;6.44
106820;0.62;-0.06;11.83
106842;0.46;-1.39;9.07
106864;-1.38;0.00;8.96
106885;2.51;-0.41;12.68
106908;-1.21;-0.40;6.96
106929;3.92;-0.13;14.44
106951;-3.76;-0.94;7.15
106973;5.45;0.37;13.70
106995;-2.00;-1.44;6.83
107017;2.76;-1.44;12.25
107039;-3.20;-0.32;5.38
107060;1.00;-0.80;9.45
107119;-3.30;-0.52;8.77
107140;5.05;-0.58;14.47
107162;-1.99;-0.83;8.66
107186;3.63;-0.43;15.54
107209;-3.32;-0.15;10.50
107230;3.36;0.87;9.85
107253;-1.99;-0.85;9.93
107274;4.91;1.22;10.45
107296;-4.33;-1.46;8.94
107318;3.39;0.66;11.30
107340;-1.98;-0.62;8.80
107362;4.46;0.60;10.76
107384;-3.85;-1.26;7.68
107405;2.55;0.49;11.29
107428;-1.36;-1.38;9.58
107449;2.16;0.17;8.15
107471;-2.24;-0.84;11.26
107493;0.29;-0.35;6.73
107515;-0.50;-1.16;12.59
107537;0.45;-0.00;5.26
107559;-0.56;-1.09;13.91
107580;5.30;0.40;14.55
107603;-0.24;-0.26;3.69
107628;4.50;0.30;14.99
107649;4.26;-1.38;16.19
107671;-1.73;-0.79;5.14
107693;2.96;-0.35;15.62
107715;-1.45;-0.39;5.09
107737;4.66;-0.60;15.45
107759;0.53;-0.12;5.98
107816;-0.70;-1.16;14.83
107838;0.50;-0.27;3.76
107860;-1.04;-1.68;13.86
107883;2.69;-0.69;16.62
107904;-0.59;-1.81;13.27
107926;0.13;-0.62;5.71
107948;0.39;-0.72;13.09
107970;-1.33;-0.81;6.06
107991;2.65;-0.67;14.25
108014;-1.22;-0.13;5.79
108035;2.57;-1.04;14.58
108058;-1.58;-0.23;5.15
108081;4.78;-0.18;15.54
108104;-2.24;-1.09;5.04
108125;2.24;0.15;16.65
108147;-0.88;0.39;2.59
108169;2.33;-0.68;18.32
108191;-0.76;-0.04;1.63
108212;1.17;-1.02;18.05
108235;-2.68;0.14;1.29
108256;0.95;-1.02;17.10
108278;0.51;-0.20;2.72
108300;0.63;-0.06;16.45
108322;-1.01;0.07;4.13
108343;2.95;-0.88;15.06
108366;-1.45;-0.57;6.52
108387;3.25;-0.18;14.07
108410;-3.23;-0.03;7.17
108431;5.20;-0.16;13.01
108453;-2.02;-1.39;8.81
108475;3.68;-1.28;12.73
108533;-2.28;-0.74;4.31
108557;5.55;-0.09;15.30
108579;-1.80;-0.34;4.77
108601;5.62;-0.22;14.20
108623;-2.14;-1.12;6.85
108645;4.31;-1.10;13.79
108667;-3.69;0.06;7.65
108688;5.68;-0.02;14.81
108711;-3.02;-0.75;6.38
108732;1.46;0.35;16.38
108754;-1.56;-1.59;4.71
108776;2.71;-0.32;16.54
108798;-0.68;-0.40;1.53
108821;-1.39;-2.06;17.65
108842;12.45;-0.76;0.81
108865;-5.70;-0.55;16.57
108886;3.19;1.18;2.75
108908;-0.22;0.52;18.47
108930;-3.76;1.67;4.04
108952;2.41;-0.35;8.07
108974;1.97;-1.35;14.37
108998;-1.66;0.02;8.39
109020;-1.35;0.43;11.99
109042;3.50;-0.25;3.44
109064;-0.20;-0.11;17.26
109086;1.70;1.49;6.41
109107;0.96;-1.07;9.08
109130;-2.49;0.49;11.03
109151;5.05;0.57;12.07
109173;-0.83;-1.58;7.88
109195;-0.46;0.94;9.48
109253;1.07;-1.94;10.15
109275;-2.70;-1.82;7.34
109297;6.05;0.06;13.61
109318;-3.50;-0.66;9.29
109341;3.09;-0.95;8.19
109362;-1.03;-0.34;12.02
109385;-1.65;-0.11;5.59
109406;3.33;-0.25;14.07
109428;-1.47;-0.63;6.20
109450;4.91;-0.50;14.87
109475;-1.95;-1.28;7.96
109496;2.87;-1.04;8.91
109518;-2.14;-0.06;10.82
109540;0.27;-0.81;6.82
109562;-0.15;-0.85;12.19
109583;-1.16;-0.44;5.90
109606;0.64;-1.36;13.53
109627;-0.17;0.21;4.58
109650;1.05;-0.55;14.92
109671;0.24;0.23;5.99
109693;2.21;-0.86;15.11
109715;-1.05;0.01;4.99
109737;2.30;-0.45;14.70
109758;-1.48;-0.55;4.06
109781;2.41;-1.20;16.12
109803;-0.79;-0.61;3.32
109824;1.06;0.32;15.96
109847;-1.49;-0.06;3.15
109868;-0.48;-1.38;16.02
109891;0.76;-0.77;2.83
109958;-1.91;-1.24;14.92
109980;1.37;-0.78;4.58
110002;-1.83;-1.62;12.96
110024;2.16;-0.78;6.61
110045;-2.19;-0.58;10.89
110068;1.52;0.60;9.37
110089;-1.51;-1.09;8.84
110112;6.06;-0.09;12.50
110133;-5.16;-1.30;6.80
110155;5.70;0.91;14.38
110177;-2.50;-0.73;6.36
110199;5.47;-0.98;14.52
110221;-1.76;-0.01;4.34
110243;3.58;0.42;12.37
110264;-1.04;-1.35;8.83
110287;3.38;0.77;9.63
110308;-2.66;-1.16;10.03
110330;5.45;-0.06;13.30
110352;1.24;0.05;12.87
110374;4.79;0.64;13.44
110398;4.42;-0.56;15.44
110420;4.07;0.61;14.40
110443;4.16;-0.05;11.89
110464;-2.93;-0.40;8.60
110487;0.23;-0.42;8.07
110508;1.23;-1.16;11.93
110530;-1.65;-0.19;6.18
110552;3.22;-0.51;15.42
110574;-1.03;-0.70;5.23
110596;4.01;-0.47;16.49
110618;3.22;-0.79;9.20
110675;-50.18;-67.34;-63.74
110696;-1.35;-0.03;4.98
110718;3.00;-1.07;15.96
110739;-1.07;-0.70;4.49
110762;2.00;-0.70;16.07
110784;-1.79;-0.23;3.60
110806;2.47;-0.28;16.91
110828;-0.30;-0.68;2.70
110852;2.12;-0.35;17.13
110874;-1.33;-0.22;2.62
110896;2.06;-0.55;18.30
110918;-0.10;0.08;1.72
110940;-0.30;-1.10;16.86
110962;-2.09;0.06;3.01
110983;-0.17;-1.35;15.90
111006;6.36;0.48;15.77
111027;0.22;0.53;15.67
111050;-1.17;0.11;5.37
111071;4.04;-0.67;14.14
111093;-2.44;-0.32;7.22
111115;3.59;-0.26;13.77
111137;-2.52;-0.68;7.17
111159;4.83;-0.07;13.73
111181;-1.45;-1.92;7.98
111202;3.42;0.15;14.55
111225;-2.76;-0.14;6.42
111246;5.19;0.00;14.46
111269;-2.48;-0.87;6.77
111293;5.65;1.21;11.61
111315;-5.03;-1.35;7.51
111336;2.86;0.06;11.48
111395;-2.26;-1.10;7.61
111416;5.24;-0.46;12.08
111438;-2.61;-0.17;8.94
111460;4.63;-0.17;13.27
111482;-3.19;-1.55;7.49
111504;6.14;0.66;14.68
111526;-3.13;-0.40;6.22
111547;2.30;-0.04;16.53
111570;-2.86;0.11;3.26
111591;5.09;-0.66;17.74
111614;-2.16;-1.16;3.73
111635;3.40;-0.09;18.15
111657;-1.42;0.11;4.03
111680;4.92;0.03;17.36
111701;-2.49;-0.58;4.75
111723;3.86;-0.78;16.15
111745;5.61;0.11;10.93
111770;5.52;-0.12;13.04
111791;-2.43;-0.87;8.39
111813;4.26;-0.39;13.05
111835;4.05;-0.01;6.01
111857;5.35;0.63;12.18
111879;-2.08;-1.25;8.47
111901;5.00;-0.86;11.72
111922;-3.37;-0.56;7.47
111945;3.38;0.05;13.16
111966;-1.85;-0.73;8.20
111988;6.10;0.74;11.07
112010;-4.61;-1.30;8.39
112032;6.01;-0.17;14.92
112054;-2.09;-0.10;8.33
112112;1.93;0.14;16.03
112133;1.16;-0.34;2.11
112156;-1.56;-1.06;16.01
112177;4.42;-0.43;4.20
112200;-2.94;-1.87;13.96
112221;4.72;-0.17;8.16
112246;-3.24;-0.04;12.41
112267;1.80;0.88;12.76
112290;-1.52;-2.12;4.72
112311;1.09;-0.58;17.63
112333;1.58;-0.17;-1.40
112355;-4.04;-1.84;22.80
112377;7.64;1.74;0.29
112399;8.19;0.23;0.81
112421;7.62;-0.33;4.96
112442;-0.51;-2.16;11.36
112465;3.51;-1.41;15.40
112486;-3.50;-0.40;2.32
112509;-0.63;-0.42;16.45
112530;5.27;-0.40;2.25
112553;-2.74;-0.67;20.77
112574;-1.78;0.77;-0.31
112596;3.45;-1.35;16.49
112619;-2.18;1.24;6.74
112640;4.54;-0.10;11.76
112663;-1.25;-1.74;10.62
112687;-0.41;-0.87;5.11
112709;2.15;-0.02;19.63
112730;-2.08;-0.65;-1.77
112753;4.86;-0.54;21.55
112810;-3.44;-0.53;12.79
112833;2.59;0.53;4.28
112854;-0.73;-2.54;14.60
112876;-1.98;-0.21;3.73
112898;3.62;-0.29;16.46
112920;-1.37;0.10;4.52
112942;5.29;-0.05;14.48
112964;-2.75;-0.37;8.68
112986;3.57;-1.04;7.52
113008;-2.13;-0.87;12.76
113029;-0.47;-0.66;4.73
113052;0.25;-0.93;14.69
113073;-1.07;-0.40;3.93
113096;1.20;-0.91;15.55
113117;-0.74;-0.49;4.17
113139;1.27;-0.76;13.94
113163;-1.31;0.74;6.48
113186;4.59;-0.77;14.26
113207;-2.14;-1.01;6.62
113230;-50.18;-67.34;-63.74
113249;-1.19;-0.30;4.22
113272;2.46;-1.16;16.31
113293;-0.87;-0.49;2.58
113316;1.15;0.33;16.94
113337;-0.73;-0.21;1.15
113359;-1.02;-0.75;17.13
113381;1.15;-0.17;2.03
113403;-0.91;-0.56;15.85
113425;0.17;0.70;3.29
113447;-1.11;-1.81;14.10
113469;0.80;-0.35;5.45
113527;-3.68;0.37;3.91
113548;6.73;0.05;15.64
113571;-2.76;-1.10;6.13
113592;4.63;-0.40;13.71
113624;3.15;-0.60;13.12
113647;-1.40;-0.10;7.64
113668;3.81;-0.57;14.58
113691;-3.31;0.21;7.07
113712;3.44;0.62;12.78
113734;-0.96;-1.79;8.87
113756;2.19;-0.12;8.55
113778;-0.46;-0.71;11.06
113800;-0.84;-0.28;7.32
113822;3.03;-1.45;14.37
113843;-1.75;0.44;6.76
113866;5.02;-0.36;13.23
113887;-2.40;-1.37;7.94
113910;4.59;-0.91;11.63
113931;-3.52;-0.26;8.22
113953;4.53;-0.61;15.47
113975;-0.09;-1.30;10.79
113997;-0.59;0.36;6.69
114019;-0.58;-0.92;12.25
114041;0.05;0.05;5.80
114065;1.13;-0.41;15.14
114087;-0.32;0.29;5.32
114109;1.26;-1.37;16.22
114131;0.32;-0.76;2.86
114154;1.02;0.85;16.19
114175;-1.97;-0.07;2.72
114197;0.99;-0.64;16.40
114255;4.36;-1.32;12.04
114276;-2.44;-0.91;8.84
114299;0.53;-0.09;8.53
114320;0.28;-1.01;10.73
114342;3.94;-0.28;14.40
114364;1.66;-0.33;13.13
114386;-0.43;-0.54;5.61
114408;1.87;-1.01;15.18
114430;-1.75;-0.74;4.31
114453;3.03;0.23;17.22
114474;0.53;-0.72;3.29
114496;1.52;0.40;17.37
114518;3.54;0.55;15.67
114543;4.89;-1.43;17.59
114564;-1.55;-0.79;5.37
114587;3.82;-0.64;15.26
114608;-2.57;-0.57;6.63
114630;5.06;0.11;13.25
114652;-2.57;-0.92;8.63
114674;5.38;-1.30;11.03
114696;-4.15;-0.49;9.58
114718;4.87;0.52;10.86
114740;-2.07;-1.23;9.81
114762;5.41;-0.53;10.88
114783;-3.71;-0.85;8.40
114806;5.73;0.37;15.27
114827;-2.66;-0.05;6.30
114850;3.15;0.46;16.66
114871;-3.88;0.05;3.16
114893;5.41;-0.72;18.58
114915;-2.30;-1.14;2.78
114973;0.05;-1.12;13.33
114995;2.37;-0.40;13.08
115020;1.78;-0.87;14.76
115041;-1.37;0.48;5.58
115063;-1.40;-0.69;13.15
115085;2.39;-1.41;6.79
115107;-3.22;-0.32;12.77
115129;1.84;0.40;16.27
115151;0.24;-0.35;3.47
115172;4.35;0.04;11.13
115195;-1.97;-1.06;8.86
115216;3.16;-0.45;14.45
115239;-1.62;-0.33;4.68
115260;3.52;-0.31;38.00
115282;-1.34;-0.53;-0.01
115304;1.24;-1.46;20.30
115326;-1.96;0.45;-1.42
115349;-2.58;-1.63;20.29
115370;4.78;0.52;1.50
115393;-3.74;-0.78;15.95
115414;1.44;0.30;10.37
115436;-3.89;-1.86;4.50
115460;-4.02;-1.99;22.91
115483;-0.41;-0.16;2.20
115504;-4.57;-1.17;25.44
115527;-1.05;1.06;-4.92
115548;-0.49;-1.15;19.19
115570;3.61;-0.84;3.22
115592;-3.01;0.08;17.24
115614;0.72;-1.42;16.92
115671;-1.73;-0.65;14.99
115694;-3.89;0.14;16.63
115715;4.27;0.01;8.85
115738;-1.39;-0.92;8.76
115759;-0.19;1.04;13.36
115781;-0.09;-1.23;6.63
115803;-0.81;-1.44;11.05
115825;-2.61;0.14;4.14
115847;-2.39;-0.28;12.46
115869;3.06;0.26;5.66
115890;-2.21;-1.46;13.01
115913;-0.47;0.73;5.39
115937;3.30;0.13;15.86
115959;-5.30;0.28;15.79
115980;3.78;0.52;11.48
116003;-0.85;-1.51;10.67
116024;-0.79;0.11;6.19
116047;1.81;-0.29;14.87
116068;-1.45;-0.58;3.99
116091;2.93;-1.37;16.87
116112;-2.16;-0.09;6.50
116134;4.69;0.10;12.92
116156;-2.16;-0.71;9.34
116178;2.36;-0.46;8.31
116200;-1.76;-0.51;11.95
116222;5.34;-0.14;14.01
116245;0.30;-1.18;13.63
116266;-1.23;-0.54;4.57
116289;0.55;-1.17;14.03
116310;-0.36;-0.74;4.92
116332;1.77;-0.79;14.30
116392;2.54;-0.36;9.76
116414;0.56;-0.92;13.28
116436;-0.79;-0.54;5.07
116459;-0.94;-1.06;14.43
116480;1.19;0.01;3.76
116502;-1.74;0.10;14.79
116524;1.69;-0.31;4.01
116546;-1.27;-1.07;13.90
116568;0.97;-0.01;5.85
116590;-2.17;-0.21;12.71
116612;3.93;-0.72;16.48
116634;-0.76;0.41;1.88
116656;3.07;0.96;11.00
116678;-2.30;-0.50;8.71
116699;3.77;-0.63;17.55
116722;-4.23;-0.89;6.75
116743;5.53;0.64;14.83
116766;1.46;-0.40;7.99
116787;3.99;-0.46;16.97
116810;-2.13;0.48;4.13
116833;5.03;-0.61;15.44
116856;-2.23;-0.80;5.09
116877;2.69;-0.28;16.88
116900;-2.88;0.33;2.72
116921;3.39;-1.29;18.38
116943;-1.02;-0.17;1.88
116965;1.19;-0.87;18.18
116987;2.31;-0.43;17.73
117009;2.06;-0.01;18.41
117031;0.49;0.37;3.03
117052;1.45;-1.30;17.10
117111;-0.48;-0.31;8.65
117132;1.73;0.12;12.84
117155;-1.02;-0.26;7.43
117176;4.03;0.07;14.71
117198;-1.92;-1.47;6.27
117220;4.17;0.20;16.26
117242;-2.74;0.41;4.86
117263;5.81;-0.04;15.66
117286;-2.54;-0.90;5.89
117318;-0.02;-0.88;5.91
117339;-0.49;-1.18;12.44
117362;0.12;-0.35;6.28
117383;-0.34;-1.40;12.68
117406;4.29;-0.49;14.24
117427;1.64;-1.03;14.65
117450;5.07;-0.21;14.68
117471;1.58;-0.69;15.09
117493;4.13;0.06;11.77
117515;5.23;-0.69;14.71
117537;-2.86;-0.80;7.43
117559;4.91;-0.36;13.57
117581;-0.82;-0.48;5.88
117602;4.25;0.64;12.23
117625;-1.70;-0.89;9.12
117646;2.06;-0.78;8.86
117669;-0.06;-0.54;6.49
117690;5.35;0.10;13.32
117712;-0.52;-0.09;5.85
117734;5.00;-0.94;13.34
117759;0.01;-0.79;13.88
117816;5.43;0.27;13.67
117839;-3.31;-0.25;9.47
117860;4.66;0.57;12.07
117882;-2.38;-0.65;7.80
117904;4.63;-0.63;14.47
117926;-3.06;-0.03;5.52
117948;6.07;0.35;16.90
117970;-2.89;-0.43;2.51
117992;2.15;-1.27;18.82
118014;2.19;-0.61;18.25
118037;1.08;-1.66;20.32
118058;1.50;0.97;0.70
118080;-0.15;-1.76;19.14
118102;-0.46;0.96;1.89
118124;3.72;-1.45;17.18
118146;-2.25;-0.74;5.59
118168;3.94;-0.36;15.13
118190;-2.57;0.01;7.03
118212;5.22;-0.70;13.03
118236;-2.33;-1.23;9.41
118258;1.57;0.29;14.20
118280;-2.24;-0.74;7.86
118302;5.36;-0.21;14.27
118324;-2.72;-0.85;6.07
118346;1.90;-0.17;17.64
118368;-1.94;-0.62;3.05
118390;4.41;-0.62;18.86
118411;-1.93;-0.62;0.24
118434;1.13;-1.88;19.63
118455;-2.09;0.40;-0.34
118478;0.07;-0.20;19.64
118535;5.74;0.07;17.88
118557;-1.53;-0.17;6.40
118579;-0.40;-0.96;11.51
118601;-0.92;-1.13;8.61
118623;3.57;-0.48;9.11
118645;-3.51;-0.97;9.47
118667;3.33;0.32;9.12
118689;-2.38;-0.67;11.42
118713;6.49;-0.25;6.37
118735;-3.28;-1.77;12.43
118757;4.02;0.10;9.04
118779;-1.98;-0.62;9.80
118801;0.62;-0.54;14.33
118823;-0.56;-1.74;3.88
118844;2.19;-0.31;18.48
118867;-0.59;-0.43;-1.86
118888;-1.39;-1.41;21.54
118911;1.47;-0.73;18.29
118933;-6.26;-2.03;19.10
118955;5.87;0.27;5.47
118977;-2.19;-1.94;8.27
118999;-0.02;-0.81;15.22
119021;6.56;0.36;0.66
119042;-7.47;-1.67;21.97
119065;8.60;1.50;-2.33
119086;-5.25;-3.36;22.57
119109;0.53;-0.07;1.93
