Column1;Column2;Column3
13170;261;266
13194;261;266
13218;260;267
13279;260;267
13302;264;271
13327;265;266
13351;266;271
13376;261;266
13400;261;266
13424;260;271
13452;260;266
13475;261;266
13500;261;266
13524;261;266
13548;261;266
13573;261;270
13597;260;266
13621;261;266
13645;260;266
13670;261;267
13694;261;266
13718;265;267
13746;261;271
13769;261;271
13794;261;268
13818;261;267
13842;261;266
13867;260;266
13891;260;266
13915;266;267
13939;260;266
13964;265;267
13988;264;267
14012;265;266
14074;261;266
14099;265;267
14124;260;266
14148;260;266
14172;266;267
14196;260;267
14221;261;267
14244;261;266
14269;266;266
14294;260;267
14318;260;271
14342;260;268
14369;260;266
14393;261;271
14417;261;266
14442;261;271
14467;261;266
14490;260;267
14515;265;267
14539;261;266
14563;261;268
14587;262;266
14612;261;266
14637;260;266
14663;265;267
14688;265;266
14711;266;267
14736;261;267
14760;261;266
14784;260;267
14844;261;267
14869;260;267
14893;260;268
14917;265;267
14942;261;266
14966;265;266
14993;264;266
15017;261;266
15041;266;266
15066;264;272
15090;260;267
15114;260;266
15138;261;267
15163;261;267
15187;260;266
15211;261;266
15236;265;272
15260;265;266
15287;266;270
15311;261;271
15335;265;267
15360;260;267
15384;261;271
15409;261;271
15432;265;266
15457;261;266
15481;260;272
15506;261;267
15529;260;266
15554;265;266
15617;260;272
15641;261;266
15666;261;266
15689;265;266
15714;261;271
15738;261;266
15763;261;266
15787;264;267
15811;265;267
15836;261;267
15860;261;268
15884;261;272
15911;264;271
15935;261;266
15960;265;267
15984;261;271
16008;260;266
16032;260;267
16057;261;266
16081;260;266
16105;260;271
16130;260;268
16154;260;266
16178;260;266
16205;266;267
16229;260;267
16253;260;270
16278;260;266
16302;261;266
16326;260;272
16387;264;268
16410;265;266
16435;261;267
16459;265;267
16484;260;271
16507;260;272
16535;260;271
16559;262;270
16583;261;266
16608;260;268
16631;262;267
16656;260;267
16680;261;266
16705;261;266
16729;260;271
16753;261;266
16778;265;266
16804;265;266
16829;261;266
16852;260;271
16877;260;267
16902;261;271
16926;261;271
16950;261;266
16974;264;266
16999;261;267
17024;260;271
17047;260;266
17072;260;266
17098;260;267
17159;261;267
17183;261;266
17207;265;266
17231;261;266
17256;261;266
17280;266;266
17304;261;266
17329;266;266
17353;264;266
17377;260;266
17401;260;266
17428;266;266
17453;265;266
17477;260;267
17501;261;267
17525;265;266
17550;260;266
17573;265;266
17598;261;266
17623;265;266
17647;260;266
17671;260;267
17695;265;266
17722;260;270
17746;261;266
17771;266;266
17795;265;266
17819;265;266
17844;260;266
17868;261;266
17892;260;267
17952;261;266
17977;266;266
18001;261;266
18025;261;266
18053;260;266
18076;260;267
18101;260;266
18125;264;266
18150;261;267
18173;264;266
18198;261;266
18223;265;266
18246;260;267
18271;261;266
18295;265;266
18320;261;267
18347;261;266
18371;265;266
18395;260;267
18419;261;266
18444;265;266
18467;264;266
18492;264;266
18516;261;266
18541;261;267
18565;261;270
18589;265;266
18614;261;271
18635;265;266
18660;265;266
18720;265;266
18745;264;266
18768;266;267
18793;260;270
18818;260;266
18842;261;266
18866;265;266
18890;261;266
18915;261;266
18938;265;267
18966;261;271
18990;260;271
19014;264;272
19039;265;266
19063;265;270
19087;261;266
19111;265;266
19136;260;266
19161;265;266
19184;265;266
19209;265;266
19233;260;266
19260;261;266
19284;261;267
19309;265;266
19333;261;271
19357;261;267
19382;262;267
19406;265;266
19430;261;266
19454;260;271
19515;260;271
19539;264;266
19563;260;266
19591;261;267
19614;265;266
19639;265;266
19663;266;271
19688;261;270
19712;264;272
19736;264;270
19761;265;266
19784;265;270
19809;260;270
19833;265;266
19858;260;266
19885;265;266
19909;260;266
19933;266;266
19957;260;266
19982;261;266
20005;260;266
20030;265;266
20055;265;266
20078;260;266
20103;261;266
20127;261;266
20154;264;266
20178;261;266
20203;261;271
20227;264;267
20287;266;267
20312;265;266
20336;265;266
20360;261;267
20384;266;266
20409;261;266
20433;265;267
20458;261;271
20485;261;267
20508;261;266
20533;265;266
20557;260;266
20582;260;266
20605;262;266
20630;260;266
20655;261;266
20679;260;266
20703;260;266
20727;262;266
20752;260;267
20779;266;266
20803;260;266
20827;261;266
20851;260;271
20876;261;266
20899;260;266
20924;265;270
20948;261;267
20973;261;266
20997;261;270
21057;265;266
21082;266;266
21115;265;266
21142;264;266
21169;261;268
21195;261;266
21222;261;266
21248;260;266
21274;264;267
21301;266;271
21327;260;266
21353;260;267
21380;260;266
21406;260;267
21435;266;267
21462;264;267
21488;265;266
21515;266;266
21541;260;266
21567;266;266
21594;265;266
21620;265;267
21647;265;266
21673;260;266
21699;266;266
21726;261;266
21755;265;271
21781;262;266
21808;260;267
21834;260;267
21861;261;267
21888;260;266
21913;261;271
21940;261;266
21966;260;271
21993;265;271
22020;265;266
22046;265;266
22075;266;266
22137;266;267
22163;260;271
22224;260;270
22251;265;271
22312;260;266
22338;265;270
22400;266;270
22426;265;271
22487;266;267
22513;261;272
22575;261;267
22603;260;267
22630;261;266
22657;265;266
22683;260;266
22709;260;271
22735;260;267
22762;265;270
22789;265;266
22815;262;271
22841;260;271
22903;260;267
22930;265;267
22959;260;267
22985;265;266
23012;265;266
23038;261;267
23064;261;270
23091;261;266
23117;261;267
23144;261;267
23171;261;266
23196;265;266
23223;265;266
23249;260;272
23278;265;270
23305;266;266
23331;265;266
23358;261;267
23385;265;266
23411;265;271
23437;260;271
23463;266;270
23490;261;267
23517;260;266
23543;265;266
23569;265;266
23599;265;271
23625;265;267
23651;261;267
23677;266;270
23704;261;266
23731;261;266
23757;260;266
23783;261;271
23810;260;270
23836;260;266
23863;260;267
23891;260;266
23918;260;266
23944;265;266
23970;260;267
23997;260;266
24024;266;266
24050;261;266
24076;265;267
24102;262;267
24129;261;267
24156;265;266
24217;261;267
24246;266;267
24272;262;270
24299;265;266
24326;264;270
24352;265;271
24379;265;266
24404;261;268
24431;261;272
24458;261;266
24484;260;271
24511;261;271
24537;261;271
24566;260;266
24593;260;270
24654;266;266
24681;265;267
24708;260;270
24734;260;266
24761;260;267
24787;261;266
24813;262;266
24840;262;267
24866;266;270
24893;261;267
24922;262;271
24948;261;266
24975;265;271
25000;260;271
25027;261;266
25054;260;267
25080;260;266
25107;261;266
25133;260;268
25159;260;267
25186;261;267
25212;261;271
25241;261;266
25268;265;267
25294;265;271
25320;265;267
25347;260;267
25373;265;267
25400;261;267
25426;261;271
25452;261;267
25479;265;267
25505;260;268
25532;265;267
25561;265;271
25587;265;267
25614;265;266
25639;261;270
25666;264;266
25693;265;271
25719;260;266
25746;261;267
25773;261;268
25834;260;271
25861;260;267
25887;261;266
25916;262;267
25943;262;267
25969;265;268
25996;260;267
26022;260;267
26048;260;266
26075;262;267
26101;261;266
26128;261;271
26155;261;268
26180;261;266
26207;266;267
26235;261;267
26262;260;267
26289;262;268
26315;261;266
26342;265;266
26403;261;266
26430;260;267
26457;261;267
26483;261;266
26509;260;267
26535;260;267
26562;261;266
26591;260;266
26617;266;265
26644;261;267
26670;261;267
26696;260;267
26723;262;267
26749;261;268
26776;261;268
26802;260;266
26828;261;267
26855;261;266
26882;261;267
26910;261;267
26937;260;266
26963;261;266
26989;260;267
27016;260;267
27042;261;268
27069;262;266
27096;261;266
27121;266;267
27148;260;267
27174;261;267
27203;265;267
27230;265;267
27256;261;268
27283;260;267
27310;260;266
27335;262;267
27362;262;266
27388;261;267
27451;261;268
27476;261;267
27503;260;267
27530;260;267
27559;261;267
27585;262;267
27612;261;267
27638;260;267
27665;261;266
27691;260;267
27717;265;271
27744;261;270
27770;260;271
27797;265;268
27823;266;267
27849;261;270
27878;261;267
27905;260;271
27931;265;266
27958;260;271
27984;261;266
28010;266;271
28037;266;270
28063;260;270
28090;260;266
28151;260;267
28178;261;266
28205;261;267
28233;261;267
28260;265;266
28286;261;266
28313;260;266
28339;260;266
28365;261;266
28392;261;266
28419;261;271
28445;260;271
28472;261;271
28497;260;268
28524;266;270
28554;260;266
28579;262;266
28606;260;267
28633;261;270
28659;260;266
28686;261;270
28711;262;268
28738;260;267
28765;261;267
28791;265;267
28818;260;266
28844;261;266
28873;261;266
28900;265;266
28925;266;267
28952;261;266
28979;261;266
29005;264;270
29067;261;267
29093;260;270
29120;261;271
29147;261;271
29173;260;267
29199;260;266
29229;261;266
29254;261;267
29281;260;266
29307;260;270
29334;261;266
29361;265;267
29386;260;267
29413;260;267
29440;260;266
29466;265;267
29492;261;270
29518;261;267
29548;261;266
29574;260;267
29600;262;266
29627;260;266
29654;261;267
29680;261;266
29706;262;266
29732;261;267
29759;260;266
29786;261;266
29812;261;266
29838;260;268
29903;260;271
29930;261;271
29956;261;266
29982;261;266
30009;260;266
30035;261;271
30062;260;267
30088;265;271
30114;261;270
30141;260;270
30168;262;266
30194;260;271
30223;260;267
30249;261;268
30276;261;266
30302;266;272
30328;262;267
30355;262;270
30382;261;266
30408;261;268
30434;262;271
30460;262;271
30487;260;271
30514;261;271
30542;260;271
30569;265;272
30596;261;271
30621;260;271
30684;261;266
30710;262;270
30737;260;271
30763;261;266
30789;262;266
30816;261;266
30842;262;270
30871;261;266
30898;262;266
30924;261;267
30950;260;271
30977;261;266
31003;262;266
31030;261;267
31056;261;266
31083;261;266
31109;262;266
31135;261;267
31162;261;266
31191;261;267
31217;261;266
31244;262;266
31270;261;267
31296;261;266
31323;262;266
31349;260;266
31376;261;266
31403;262;267
31429;261;267
31455;260;267
31481;261;267
31511;261;267
31537;262;266
31563;262;267
31590;260;266
31652;261;266
31678;261;266
31705;260;267
31731;262;267
31758;261;266
31783;260;267
31810;261;266
31837;260;266
31865;260;268
31892;262;266
31919;261;266
31945;260;266
31971;260;266
31997;260;271
32024;260;266
32051;262;267
32077;261;270
32103;262;266
32130;260;272
32156;261;271
32185;261;266
32211;260;266
32238;261;266
32301;260;271
32326;262;271
32353;261;267
32379;261;266
32406;261;271
32433;260;266
32459;260;266
32485;261;270
32512;261;266
32541;261;266
32567;260;272
32593;260;266
32620;261;271
32647;262;267
32673;262;266
32699;266;266
32726;262;267
32752;261;266
32779;260;267
32805;261;267
32831;261;266
32856;262;267
32882;260;266
32909;260;266
32934;261;266
32961;262;266
32988;261;267
33014;262;266
33041;262;266
33067;261;266
33093;261;267
33120;261;267
33146;262;268
33175;261;267
33202;261;267
33227;261;266
33254;261;267
33281;261;267
33307;260;267
33334;260;267
33396;260;266
33422;261;267
33448;260;267
33475;261;266
33502;262;267
33530;261;266
33557;261;267
33583;261;267
33609;262;267
33636;262;267
33662;261;267
33689;261;267
33716;260;266
33741;262;267
33768;261;267
33795;262;266
33821;260;268
33850;261;267
33876;261;266
33939;261;267
33966;262;266
33991;261;268
34018;262;266
34044;262;267
34071;261;268
34098;265;267
34123;261;267
34150;260;270
34177;261;266
34205;261;271
34232;261;270
34258;266;271
34285;261;270
34312;261;266
34337;261;266
34364;262;266
34391;261;268
34417;265;267
34444;261;268
34469;260;267
34499;260;266
34525;261;272
34551;261;266
34578;262;271
34605;262;266
34631;261;266
34657;261;266
34683;261;266
34710;261;267
34737;261;270
34762;260;267
34789;262;267
34819;261;266
34844;261;267
34871;261;266
34897;261;267
34924;261;271
34950;261;271
34976;262;266
35003;261;270
35030;266;270
35056;265;271
35083;261;267
35145;261;266
35174;261;267
35201;265;266
35226;261;270
35253;264;267
35279;260;266
35306;260;266
35333;260;266
35359;265;267
35385;260;266
35411;260;266
35438;265;266
35465;261;266
35493;261;267
35556;261;266
35582;261;270
35608;260;266
35635;261;266
35661;261;266
35688;262;266
35715;261;266
35740;262;267
35767;261;270
35793;262;266
35820;261;271
35849;260;270
35875;261;267
35902;265;271
35928;261;266
35954;261;266
35981;262;266
36007;261;262
36033;261;266
36060;262;266
36086;261;266
36113;261;266
36140;261;267
36168;261;266
36195;260;266
36220;260;266
36247;261;266
36274;262;266
36300;260;266
36327;261;267
36353;261;266
36379;262;266
36406;261;266
36432;260;271
36459;262;266
36488;260;271
36514;261;266
36540;261;266
36567;266;266
36593;261;270
36620;261;266
36646;260;266
36672;261;266
36699;261;266
36725;265;266
36752;265;266
36779;260;266
36807;261;266
36834;265;267
36895;262;266
36922;265;267
36948;262;271
36975;261;266
37002;265;267
37028;265;266
37054;261;266
37081;261;271
37107;262;266
37134;261;267
37198;262;266
37225;261;271
37252;261;270
37278;260;266
37304;262;266
37330;261;267
37357;261;266
37384;261;266
37409;261;266
37436;260;266
37463;262;270
37489;261;267
37518;262;266
37544;261;266
37571;261;266
37598;261;270
37623;260;267
37650;260;267
37677;261;266
37703;261;266
37730;262;266
37755;261;266
37782;262;267
37809;265;267
37837;262;266
37864;260;272
37891;262;266
37917;261;271
37944;261;266
37969;261;266
37996;262;266
38023;261;267
38049;262;266
38075;261;266
38102;261;267
38131;261;266
38157;261;270
38183;261;266
38210;260;271
38237;261;266
38262;261;267
38289;262;266
38316;261;267
38342;261;271
38369;262;267
38394;260;266
38421;261;267
38451;266;266
38476;261;267
38503;261;266
38530;261;271
38556;260;266
38582;261;266
38644;260;266
38671;266;267
38697;261;266
38724;261;266
38750;262;267
38812;260;266
38842;261;267
38867;260;267
38894;261;266
38921;260;266
38947;265;266
38973;262;266
39000;260;266
39026;260;266
39053;261;270
39079;262;271
39106;261;271
39132;261;266
39161;261;266
39187;261;266
39214;262;266
39240;262;266
39267;262;266
39293;261;266
39319;261;267
39346;265;266
39372;266;267
39399;261;266
39426;261;266
39452;261;266
39481;261;266
39507;265;267
39533;260;266
39560;261;266
39586;261;266
39613;261;266
39639;261;266
39665;262;266
39692;260;266
39718;265;266
39745;260;266
39771;261;266
39800;261;266
39826;261;270
39853;260;267
39879;265;270
39906;265;266
39932;261;266
39958;261;266
39985;264;266
40011;262;270
40038;262;266
40065;261;266
40090;260;266
40120;265;266
40145;261;266
40172;266;267
40199;262;266
40225;262;266
40252;261;267
40279;262;262
40304;260;266
40331;265;266
40429;260;266
40456;260;266
40481;260;266
40511;261;266
40538;265;266
40563;261;266
40590;260;266
40616;265;266
40643;260;266
40670;265;266
40695;261;266
40722;260;266
40749;262;266
40775;260;267
40802;260;266
40830;265;266
40857;261;266
40884;262;266
40909;261;266
40936;260;266
40963;265;266
40989;260;266
41016;261;266
41041;261;266
41068;260;266
41095;260;266
41121;261;266
41150;261;266
41177;261;267
41202;261;266
41229;261;267
41255;260;266
41282;262;267
41309;261;267
41334;265;266
41361;262;266
41388;261;267
41414;260;266
41443;262;266
41469;260;266
41496;260;266
41522;265;266
41548;260;267
41575;262;266
41602;264;266
41628;265;266
41654;261;266
41680;260;266
41707;261;266
41734;265;266
41762;264;266
41789;265;266
41816;261;267
41842;265;267
41868;261;267
41894;266;266
41921;260;267
41948;265;266
42010;261;262
42036;261;262
42062;261;266
42089;261;267
42118;262;266
42180;265;262
42207;265;267
42233;261;262
42259;260;267
42286;260;267
42312;262;266
42339;260;266
42365;261;266
42391;261;267
42418;265;266
42444;265;266
42481;261;267
42507;265;267
42533;261;266
42560;261;266
42587;260;266
42612;261;266
42639;262;267
42665;262;266
42692;262;266
42719;260;266
42745;261;266
42771;261;266
42801;261;266
42826;260;266
42853;262;266
42880;260;266
42906;260;266
42933;261;266
42958;264;267
42985;262;262
43012;260;262
43038;261;267
43065;266;266
43090;266;266
43120;261;266
43146;265;266
43172;265;263
43199;265;267
43226;262;266
43252;260;266
43279;261;266
43304;265;267
43331;266;266
43358;265;267
43384;260;266
43411;261;267
43440;261;266
43466;261;266
43493;260;262
43518;266;266
43545;261;267
43572;261;266
43634;265;266
43660;260;266
43686;260;266
43713;261;266
43740;265;266
43766;262;266
43795;261;266
43822;261;266
43847;260;266
43874;260;266
43936;260;266
43963;260;262
43990;261;266
44015;260;262
44042;260;262
44068;265;262
44095;265;261
44121;261;262
44150;265;262
44177;261;266
44203;265;262
44229;266;262
44256;265;266
44282;260;262
44309;260;262
44335;261;268
44361;260;266
44388;261;266
44414;261;262
44441;261;266
44470;260;262
44496;260;266
44523;261;266
44549;261;266
44575;261;267
44602;261;266
44628;260;266
44655;260;266
44681;261;262
44707;264;262
44734;261;266
44761;261;266
44789;260;266
44816;266;266
44843;261;266
44868;260;266
44895;261;266
44921;264;266
44948;260;266
44974;262;266
45000;260;266
45027;264;266
45053;260;266
45080;261;266
45109;261;266
45135;265;266
45162;261;267
45188;260;262
45250;261;267
45277;260;266
45303;261;266
45329;260;267
45356;261;266
45382;261;266
45409;261;266
45437;260;266
45464;265;266
45491;260;266
45516;265;266
45543;261;266
45570;266;266
45596;265;266
45623;260;266
45685;261;262
45711;260;267
45737;260;266
45764;260;266
45794;265;267
45819;260;266
45846;260;266
45873;265;267
45899;261;266
45926;261;271
45952;261;270
45978;260;267
46005;260;266
46031;260;267
46058;260;271
46084;261;268
46113;260;266
46139;260;267
46166;260;270
46192;262;270
46219;260;267
46245;266;266
46271;265;267
46298;260;266
46324;261;267
46351;261;266
46377;260;266
46403;260;266
46433;261;267
46458;260;267
46485;260;266
46512;261;266
46538;261;271
46565;265;271
46590;260;268
46617;265;266
46644;260;266
46670;260;267
46697;265;271
46723;260;267
46752;261;270
46779;260;266
46804;261;266
46867;260;266
46894;260;271
46920;260;266
46947;260;266
46972;261;266
46999;260;270
47026;266;267
47052;260;271
47079;260;266
47108;261;271
47134;260;266
47161;265;268
47187;260;266
47213;260;266
47240;260;267
47266;260;266
47293;261;271
47320;260;266
47346;261;267
47372;260;266
47434;260;272
47463;261;266
47490;260;271
47516;261;271
47543;261;266
47569;260;266
47595;261;266
47622;261;266
47648;260;271
47675;261;271
47702;260;266
47727;260;271
47754;261;266
47783;260;266
47809;261;266
47836;260;266
47862;260;266
47889;261;267
47915;260;271
47941;260;267
47968;261;266
47994;260;266
48021;260;266
48047;260;267
48073;260;267
48102;261;266
48129;260;271
48155;261;266
48182;261;267
48208;261;271
48235;261;267
48261;260;267
48287;261;266
48314;261;266
48340;261;266
48367;261;266
48393;261;268
48422;261;267
48484;260;271
48510;260;266
48537;260;266
48564;261;266
48590;261;266
48617;261;266
48643;260;267
48669;260;270
48696;261;266
48722;260;267
48751;260;266
48778;260;266
48804;260;266
48831;260;267
48857;260;266
48883;261;270
48910;260;267
48936;261;266
48963;260;266
48989;261;266
49015;265;266
49042;261;267
49071;265;266
49097;260;267
49124;264;270
49185;261;267
49212;261;266
49239;264;266
49265;265;266
49292;261;266
49317;260;266
49344;260;267
49371;260;266
49397;261;266
49426;260;266
49453;260;266
49479;260;266
49506;261;266
49531;261;267
49558;260;266
49585;261;266
49611;260;266
49638;261;267
49664;260;267
49690;260;266
49717;260;266
49745;260;266
49772;265;266
49799;260;266
49825;261;266
49852;261;267
49878;261;267
49904;265;266
49931;260;266
49957;261;266
49984;260;266
50010;260;267
50036;261;266
50102;261;266
50127;262;266
50154;265;266
50181;261;267
50207;261;266
50233;261;266
50259;260;266
50286;265;267
50313;260;266
50339;260;266
50365;261;266
50392;261;266
50421;261;266
50447;261;266
50473;260;267
50500;266;266
50527;261;266
50552;260;267
50579;260;266
50606;261;266
50632;261;266
50659;260;266
50684;261;267
50711;265;266
50741;260;266
50766;265;266
50793;260;266
50820;262;267
50846;261;266
50873;261;267
50934;262;266
50961;261;266
50988;261;267
51014;260;262
51041;260;267
51067;260;266
51096;261;267
51123;261;267
51149;260;267
51175;260;267
51202;260;266
51228;261;266
51255;261;267
51281;266;266
51307;260;266
51334;260;266
51360;266;266
51387;261;266
51416;260;266
51442;260;266
51469;260;267
51495;261;266
51521;266;266
51548;261;266
51574;261;266
51601;260;267
51627;261;266
51653;260;266
51680;260;267
51742;261;266
51771;260;267
51798;265;266
51824;260;266
51851;261;266
51876;260;266
51903;260;266
51930;266;266
51956;260;266
51983;261;266
52008;261;266
52035;265;267
52062;260;266
52090;261;267
52117;265;270
52144;259;270
52170;261;267
52197;260;266
52222;265;271
52249;266;267
52276;264;267
52302;261;267
52329;260;267
52356;260;266
52384;261;270
52411;265;267
52438;260;266
52463;261;270
52490;262;270
52516;260;267
52543;260;271
52570;261;270
52596;261;266
52622;265;266
52684;266;266
52711;261;267
52741;261;266
52766;260;266
52793;260;267
52819;261;267
52846;264;266
52873;260;266
52898;260;271
52925;260;270
52952;260;271
52978;261;266
53005;260;266
53030;261;266
53060;261;266
53086;260;267
53112;261;266
53139;261;266
53166;261;266
53192;260;272
53218;260;267
53244;260;266
53271;261;270
53298;261;271
53360;261;267
53386;260;267
53415;261;266
53441;265;266
53468;261;266
53494;260;266
53521;260;266
53548;260;266
53574;261;267
53600;260;266
53626;262;267
53653;260;266
53680;260;266
53706;260;266
53735;261;267
53762;260;266
53788;261;266
53814;262;271
53840;262;267
53867;261;266
53894;260;266
53920;261;266
53947;261;267
53972;261;267
53999;261;266
54026;260;266
54054;260;266
54081;260;267
54108;261;267
54134;260;266
54160;261;267
54187;260;266
54213;261;266
54240;260;266
54266;260;266
54292;260;272
54319;264;266
54345;262;266
54370;261;266
54431;262;267
54458;260;266
54484;262;266
54511;262;266
54538;261;266
54564;261;266
54590;261;266
54617;261;267
54643;261;266
54670;260;266
54696;261;266
54725;261;266
54752;261;266
54777;266;266
54804;260;267
54831;262;266
54857;261;267
54884;260;266
54910;262;271
54936;262;267
54999;261;266
55025;261;267
55052;261;266
55080;261;266
55107;261;266
55134;261;271
