1133;1.14;-0.15;-9.83
1163;1.14;-0.13;-9.84
1187;1.15;-0.14;-9.82
1211;1.13;-0.13;-9.82
1235;1.16;-0.12;-9.82
1260;1.14;-0.14;-9.82
1284;1.13;-0.13;-9.79
1308;1.16;-0.14;-9.79
1332;1.15;-0.15;-9.79
1356;1.16;-0.12;-9.81
1381;1.16;-0.15;-9.82
1404;1.15;-0.12;-9.84
1429;1.16;-0.14;-9.81
1456;1.17;-0.14;-9.86
1480;1.16;-0.15;-9.84
1505;1.17;-0.15;-9.82
1528;1.17;-0.14;-9.82
1553;1.17;-0.13;-9.80
1577;1.15;-0.13;-9.78
1637;1.17;-0.13;-9.80
1661;1.17;-0.13;-9.82
1686;1.15;-0.16;-9.81
1710;1.15;-0.13;-9.85
1734;1.15;-0.12;-9.83
1759;1.15;-0.12;-9.81
1785;1.15;-0.14;-9.79
1809;1.14;-0.15;-9.78
1833;1.14;-0.12;-9.78
1858;1.17;-0.13;-9.78
1882;1.13;-0.14;-9.78
1906;1.13;-0.11;-9.80
1931;1.15;-0.13;-9.83
1954;1.13;-0.13;-9.83
1979;1.13;-0.12;-9.85
2003;1.13;-0.14;-9.81
2027;1.15;-0.14;-9.81
2052;1.14;-0.14;-9.78
2076;1.13;-0.15;-9.80
2103;1.13;-0.15;-9.79
2126;1.13;-0.15;-9.80
2151;1.13;-0.14;-9.78
2176;1.14;-0.12;-9.84
2199;1.13;-0.14;-9.82
2224;1.14;-0.14;-9.80
2248;1.15;-0.16;-9.80
2272;1.14;-0.15;-9.81
2296;1.13;-0.15;-9.79
2321;1.15;-0.15;-9.83
2344;1.13;-0.14;-9.79
2369;1.14;-0.14;-9.82
2432;1.17;-0.14;-9.82
2455;1.14;-0.12;-9.79
2480;1.13;-0.14;-9.81
2504;1.14;-0.12;-9.82
2528;1.15;-0.12;-9.83
2552;1.15;-0.13;-9.80
2577;1.15;-0.14;-9.82
2600;1.16;-0.14;-9.79
2625;1.14;-0.13;-9.81
2650;1.16;-0.12;-9.83
2673;1.16;-0.14;-9.84
2698;1.15;-0.15;-9.84
2722;1.15;-0.14;-9.84
2749;1.13;-0.13;-9.79
2772;1.14;-0.13;-9.78
2797;1.13;-0.16;-9.82
2822;1.12;-0.14;-9.78
2845;1.13;-0.14;-9.79
2870;1.11;-0.16;-9.81
2894;1.12;-0.16;-9.82
2918;1.11;-0.13;-9.82
2942;1.13;-0.13;-9.81
2967;1.13;-0.13;-9.80
2991;1.13;-0.14;-9.82
3015;1.13;-0.15;-9.78
3042;1.13;-0.13;-9.80
3066;1.14;-0.13;-9.78
3090;1.12;-0.12;-9.79
3115;1.15;-0.14;-9.80
3139;1.12;-0.15;-9.81
3198;1.16;-0.13;-9.80
3223;1.15;-0.13;-9.82
3248;1.15;-0.15;-9.81
3271;1.16;-0.14;-9.79
3296;1.15;-0.15;-9.81
3320;1.18;-0.13;-9.83
3344;1.14;-0.14;-9.82
3368;1.15;-0.13;-9.82
3395;1.15;-0.14;-9.83
3420;1.14;-0.14;-9.81
3443;1.14;-0.14;-9.80
3468;1.14;-0.16;-9.81
3492;1.17;-0.15;-9.81
3516;1.14;-0.13;-9.79
3540;1.13;-0.12;-9.79
3565;1.15;-0.12;-9.78
3589;1.15;-0.14;-9.81
3613;1.16;-0.13;-9.82
3637;1.15;-0.15;-9.83
3661;1.17;-0.12;-9.83
3688;1.15;-0.16;-9.83
3713;1.15;-0.13;-9.81
3736;1.18;-0.14;-9.80
3761;1.15;-0.13;-9.80
3785;1.15;-0.13;-9.79
3809;1.14;-0.14;-9.80
3833;1.13;-0.14;-9.81
3858;1.12;-0.13;-9.81
3881;1.15;-0.13;-9.81
3906;1.13;-0.13;-9.81
3965;1.13;-0.14;-9.80
3990;1.15;-0.13;-9.82
4015;1.15;-0.15;-9.81
4041;1.14;-0.12;-9.79
4066;1.16;-0.12;-9.81
4089;1.17;-0.14;-9.82
4114;1.14;-0.12;-9.79
4139;1.15;-0.12;-9.81
4162;1.14;-0.12;-9.80
4187;1.14;-0.11;-9.77
4211;1.15;-0.13;-9.83
4235;1.16;-0.13;-9.81
4259;1.16;-0.12;-9.80
4284;1.15;-0.15;-9.82
4307;1.17;-0.14;-9.80
4334;1.16;-0.15;-9.84
4359;1.18;-0.15;-9.81
4383;1.15;-0.15;-9.79
4407;1.13;-0.17;-9.83
4431;1.16;-0.17;-9.81
4456;1.15;-0.14;-9.79
4480;1.15;-0.14;-9.81
4504;1.15;-0.13;-9.82
4529;1.15;-0.13;-9.84
4552;1.17;-0.14;-9.85
4577;1.18;-0.13;-9.84
4601;1.15;-0.13;-9.83
4625;1.14;-0.14;-9.79
4652;1.16;-0.16;-9.83
4676;1.14;-0.15;-9.81
4736;1.15;-0.11;-9.80
4760;1.13;-0.12;-9.81
4785;1.14;-0.12;-9.83
4808;1.16;-0.12;-9.85
4833;1.16;-0.14;-9.81
4857;1.13;-0.12;-9.80
4881;1.11;-0.12;-9.81
4905;1.13;-0.13;-9.78
4930;1.16;-0.12;-9.83
4954;1.15;-0.12;-9.82
4980;1.17;-0.14;-9.84
5005;1.16;-0.16;-9.79
5029;1.14;-0.17;-9.77
5053;1.12;-0.19;-9.80
5078;1.11;-0.17;-9.80
5102;1.13;-0.18;-9.83
5126;1.19;-0.14;-9.86
5150;1.19;-0.14;-9.89
5174;1.17;-0.10;-9.82
5198;1.19;-0.14;-9.81
5223;1.15;-0.13;-9.77
5246;1.14;-0.14;-9.76
5271;1.12;-0.12;-9.74
5298;1.15;-0.01;-9.60
5322;1.12;-0.16;-9.87
5346;1.13;-0.19;-9.93
5370;1.11;-0.21;-9.90
5395;1.14;-0.19;-9.87
5419;1.17;-0.21;-9.82
5443;1.18;-0.09;-9.83
5468;1.17;-0.16;-9.76
5527;1.11;-0.10;-9.76
5552;1.15;-0.15;-9.77
5575;1.12;-0.11;-9.80
5600;1.11;-0.16;-9.84
5626;1.13;-0.15;-9.85
5651;1.15;-0.18;-9.86
5676;1.17;-0.19;-9.87
5699;1.16;-0.15;-9.81
5724;1.16;-0.17;-9.80
5748;1.14;-0.14;-9.78
5772;1.17;-0.15;-9.77
5796;1.17;-0.11;-9.78
5821;1.15;-0.11;-9.81
5844;1.15;-0.13;-9.84
5869;1.15;-0.14;-9.89
5894;1.15;-0.15;-9.87
5917;1.15;-0.12;-9.82
5944;1.14;-0.14;-9.77
5968;1.13;-0.15;-9.78
5993;1.13;-0.13;-9.79
6017;1.15;-0.15;-9.77
6041;1.14;-0.13;-9.79
6066;1.12;-0.15;-9.81
6089;1.14;-0.12;-9.84
6114;1.15;-0.14;-9.87
6138;1.17;-0.13;-9.87
6162;1.18;-0.14;-9.84
6187;1.15;-0.14;-9.82
6211;1.16;-0.13;-9.80
6238;1.14;-0.13;-9.75
6297;1.14;-0.16;-9.77
6322;1.14;-0.14;-9.82
6345;1.16;-0.14;-9.81
6370;1.17;-0.12;-9.83
6394;1.16;-0.14;-9.82
6418;1.16;-0.11;-9.79
6443;1.14;-0.13;-9.79
6467;1.15;-0.17;-9.79
6491;1.14;-0.17;-9.76
6515;1.13;-0.18;-9.83
6540;1.14;-0.14;-9.83
6563;1.12;-0.14;-9.84
6590;1.14;-0.12;-9.81
6615;1.13;-0.13;-9.81
6639;1.15;-0.13;-9.79
6663;1.11;-0.12;-9.81
6687;1.12;-0.12;-9.80
6712;1.14;-0.13;-9.80
6735;1.12;-0.15;-9.80
6760;1.14;-0.14;-9.79
6785;1.11;-0.13;-9.83
6808;1.13;-0.15;-9.83
